orden_nro,estado,finalizada,entrega,cliente,cuit,fecha_emision,fecha_entrega,deposito_origen,responsable,linea,id_articulo,codigo,articulo,marca,cantidad,cant_entregada,pendiente,um,precio,monto_pendiente,notas,notas_linea
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,18,AT2406NENE2,,Atomik 2406(Atk-7374Liso)Soquete Liso x2 Ne/Ne 2,Atomik,1500.0000,1498.0000,2.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,20,AT2406BLBL1,,Atomik 2406(Atk-7374Liso)Soquete Liso x2 Bl/Bl 1,Atomik,1000.0000,916.0000,84.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,21,AT2406BLBL2,,Atomik 2406(Atk-7374Liso)Soquete Liso x2 Bl/Bl 2,Atomik,1500.0000,1480.0000,20.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,23,AT2407NENE1,,Atomik 2407(Atk-Cole)Media Liso x2 Ne/Ne 1,Atomik,2000.0000,1996.0000,4.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,24,AT2407NENE2,,Atomik 2407(Atk-Cole)Media Liso x2 Ne/Ne 2,Atomik,3000.0000,2997.0000,3.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,25,AT2407NENE3,,Atomik 2407(Atk-Cole)Media Liso x2 Ne/Ne 3,Atomik,4000.0000,3837.0000,163.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,26,AT2407BLBL1,,Atomik 2407(Atk-Cole)Media Liso x2 Bl/Bl 1,Atomik,1000.0000,995.0000,5.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,27,AT2407BLBL2,,Atomik 2407(Atk-Cole)Media Liso x2 Bl/Bl 2,Atomik,1500.0000,1284.0000,216.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,28,AT2407BLBL3,,Atomik 2407(Atk-Cole)Media Liso x2 Bl/Bl 3,Atomik,2500.0000,2483.0000,17.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,30,AT2407BLNE2,,Atomik 2407(Atk-Cole)Media Liso x2 Bl/Ne 2,Atomik,2000.0000,1954.0000,46.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,31,AT2407BLNE3,,Atomik 2407(Atk-Cole)Media Liso x2 Bl/Ne 3,Atomik,3000.0000,1306.0000,1694.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,32,AT2400NENE4,,Atomik 2400 Medias Stripe x2 Ne/Ne 4,Atomik,3000.0000,1135.0000,1865.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,33,AT2400NENE5,,Atomik 2400 Medias Stripe x2 Ne/Ne 5,Atomik,3000.0000,98.0000,2902.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,34,AT2400BLBL4,,Atomik 2400 Medias Stripe x2 Bl/Bl 4,Atomik,3000.0000,763.0000,2237.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,35,AT2400BLBL5,,Atomik 2400 Medias Stripe x2 Bl/Bl 5,Atomik,3000.0000,0.0000,3000.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,36,AT2400BLNE4,,Atomik 2400 Medias Stripe x2 Bl/Ne 4,Atomik,2000.0000,0.0000,2000.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,37,AT2400BLNE5,,Atomik 2400 Medias Stripe x2 Bl/Ne 5,Atomik,2000.0000,0.0000,2000.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,38,AT2408BLNE1,,Atomik 2408 Medias Stripe Kids x2 Bl/Ne 1,Atomik,1000.0000,0.0000,1000.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,39,AT2408BLNE2,,Atomik 2408 Medias Stripe Kids x2 Bl/Ne 2,Atomik,2000.0000,0.0000,2000.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,40,AT2408BLNE3,,Atomik 2408 Medias Stripe Kids x2 Bl/Ne 3,Atomik,2000.0000,0.0000,2000.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,41,AT2408BLBL1,,Atomik 2408 Medias Stripe Kids x2 Bl/Bl 1,Atomik,1000.0000,575.0000,425.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,42,AT2408BLBL2,,Atomik 2408 Medias Stripe Kids x2 Bl/Bl 2,Atomik,2000.0000,384.0000,1616.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,43,AT2408BLBL3,,Atomik 2408 Medias Stripe Kids x2 Bl/Bl 3,Atomik,2000.0000,0.0000,2000.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,44,AT2408NENE1,,Atomik 2408 Medias Stripe Kids x2 Ne/Ne 1,Atomik,1000.0000,447.0000,553.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,45,AT2408NENE2,,Atomik 2408 Medias Stripe Kids x2 Ne/Ne 2,Atomik,2000.0000,446.0000,1554.0000,uni,0.0000,0E-8,,
300042275,Confirmada,False,Parcial,ATOMIK-FEBRERO,,09/02/2026,09/02/2026,Depósito Terminado,soledad,46,AT2408NENE3,,Atomik 2408 Medias Stripe Kids x2 Ne/Ne 3,Atomik,2000.0000,0.0000,2000.0000,uni,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,1,VA510BLNE5,,Varios 510 SOX Bipacks LISA Bl/Ne 5,Varios,288.0000,0.0000,288.0000,uni,0.0000,0E-8,,"<Notas>
  <Nota>
    <CUIT />
    <Cliente>BLOISE</Cliente>
    <Direccion />
    <Telefono />
    <Expreso />
    <DireccionExpreso />
    <Notas />
  </Nota>
</Notas>"
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,2,VA510NENE5,,Varios 510 SOX Bipacks LISA Ne/Ne 5,Varios,288.0000,0.0000,288.0000,uni,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,3,VA510RORO5,,Varios 510 SOX Bipacks LISA Ro/Ro 5,Varios,180.0000,0.0000,180.0000,uni,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,4,VA510MNMN4,,Varios 510 SOX Bipacks LISA Mn/Mn 4,Varios,120.0000,24.0000,96.0000,uni,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,5,VA510MNMN5,,Varios 510 SOX Bipacks LISA Mn/Mn 5,Varios,240.0000,0.0000,240.0000,uni,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,11,SEVA508NEBL5,,Varios 508 Futbol BS Negro/Blanco 5,Varios,240.0000,24.0000,216.0000,par,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,12,SEVA508BLNE4,,Varios 508 Futbol BS Blanco/Negro 4,Varios,180.0000,0.0000,180.0000,par,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,13,SEVA508BLNE5,,Varios 508 Futbol BS Blanco/Negro 5,Varios,240.0000,120.0000,120.0000,par,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,14,VA507NENENE4,,Varios 513 BS Soquete Ne/Ne/Ne 4,Varios,216.0000,60.0000,156.0000,uni,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,16,VA507BLBLBL4,,Varios 513 BS Soquete Bl/Bl/Bl 4,Varios,216.0000,0.0000,216.0000,uni,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,17,VA507BLBLBL5,,Varios 513 BS Soquete Bl/Bl/Bl 5,Varios,360.0000,240.0000,120.0000,uni,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,18,VA517NENE4,,Varios 512 BS Soquete Anti Px2 Ne/Ne 4,Varios,480.0000,0.0000,480.0000,uni,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,19,VA517NENE5,,Varios 512 BS Soquete Anti Px2 Ne/Ne 5,Varios,240.0000,12.0000,228.0000,uni,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,20,VA517BLBL4,,Varios 512 BS Soquete Anti Px2 Bl/Bl 4,Varios,480.0000,0.0000,480.0000,uni,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,21,VA517BLBL5,,Varios 512 BS Soquete Anti Px2 Bl/Bl 5,Varios,240.0000,48.0000,192.0000,uni,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,22,SEVA511NEGR5,,Varios 511 SOX Px1 LISA Negro/Gris 5,Varios,600.0000,0.0000,600.0000,par,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,23,SEVA511BLNE5,,Varios 511 SOX Px1 LISA Blanco/Negro 5,Varios,240.0000,0.0000,240.0000,par,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,24,SEVA511MNBL4,,Varios 511 SOX Px1 LISA Marino/Blanco 4,Varios,78.0000,0.0000,78.0000,par,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,25,SEVA511MNBL5,,Varios 511 SOX Px1 LISA Marino/Blanco 5,Varios,360.0000,0.0000,360.0000,par,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,26,SEVA511RONE5,,Varios 511 SOX Px1 LISA Rojo/Negro 5,Varios,240.0000,0.0000,240.0000,par,0.0000,0E-8,,
300042375,Confirmada,False,Parcial,BLOISE,,26/03/2026,26/03/2026,Depósito Terminado,patricia,27,SEVA508NEBL4,,Varios 508 Futbol BS Negro/Blanco 4,Varios,120.0000,0.0000,120.0000,par,0.0000,0E-8,,
300042566,Confirmada,False,Pendiente,BONERRO RUFFENER CAROLINA,,04/07/2026,04/07/2026,Depósito Terminado,pu-raul2,1,PU7964NENE3,c2-907964-01,Puma 7964-01 CLYDE JUNIOR Q Ne/Ne 3,Puma,12.0000,0.0000,12.0000,uni,4614.9000,55378.80000000,Entregar como siempre,"<Notas>
  <Nota>
    <CUIT />
    <Cliente>BONERRO RUFFENER CAROLINA</Cliente>
    <Direccion />
    <Telefono />
    <Expreso />
    <DireccionExpreso />
    <Notas>Entregar como siempre</Notas>
  </Nota>
</Notas>"
300042566,Confirmada,False,Pendiente,BONERRO RUFFENER CAROLINA,,04/07/2026,04/07/2026,Depósito Terminado,pu-raul2,2,PU7964BLBL3,c2-907964-02,Puma 7964-02 CLYDE JUNIOR Q Bl/Bl 3,Puma,12.0000,0.0000,12.0000,uni,4614.9000,55378.80000000,Entregar como siempre,
300042566,Confirmada,False,Pendiente,BONERRO RUFFENER CAROLINA,,04/07/2026,04/07/2026,Depósito Terminado,pu-raul2,3,PU8372BLBLBL5,r10-938372-01,Puma 8372-01 New Generation Crew 3P Bl/Bl/Bl 5,Puma,12.0000,0.0000,12.0000,uni,8717.5000,104610.00000000,Entregar como siempre,
300042566,Confirmada,False,Pendiente,BONERRO RUFFENER CAROLINA,,04/07/2026,04/07/2026,Depósito Terminado,pu-raul2,4,PU8372NENENE4,r11-938372-02,Puma 8372-02 New Generation Crew 3P Ne/Ne/Ne 4,Puma,12.0000,0.0000,12.0000,uni,8717.5000,104610.00000000,Entregar como siempre,
300042566,Confirmada,False,Pendiente,BONERRO RUFFENER CAROLINA,,04/07/2026,04/07/2026,Depósito Terminado,pu-raul2,5,SEPU56BLNE5,z16-950056-01,Puma 950056-01 Traction Crew Sock 1P Blanco/Negro 5,Puma,6.0000,0.0000,6.0000,par,6153.4000,36920.40000000,Entregar como siempre,
300042566,Confirmada,False,Pendiente,BONERRO RUFFENER CAROLINA,,04/07/2026,04/07/2026,Depósito Terminado,pu-raul2,6,SEPU56MNBL5,z16-950056-02,Puma 950056-02 Traction Crew Sock 1P Marino/Blanco 5,Puma,6.0000,0.0000,6.0000,par,6153.4000,36920.40000000,Entregar como siempre,
300042566,Confirmada,False,Pendiente,BONERRO RUFFENER CAROLINA,,04/07/2026,04/07/2026,Depósito Terminado,pu-raul2,7,SEPU56NEBL5,z16-950056-03,Puma 950056-03 Traction Crew Sock 1P Negro/Blanco 5,Puma,6.0000,0.0000,6.0000,par,6153.4000,36920.40000000,Entregar como siempre,
300042570,Confirmada,False,Parcial,CAMARIÑAS,,08/07/2026,08/07/2026,Depósito Terminado,patricia,2,PU7944BLBL5,e3-907944-02,Puma 7944-02 Crew Heritage 2P Bl/Bl 5,Puma,72.0000,36.0000,36.0000,uni,6666.2000,239983.20000000,,
300042570,Confirmada,False,Parcial,CAMARIÑAS,,08/07/2026,08/07/2026,Depósito Terminado,patricia,3,PU7953NEM45,e5-907953-01,Puma 7953-01 BWT LIFESTYLE Q Ne/M4 5,Puma,72.0000,12.0000,60.0000,uni,4717.5000,283050.00000000,,
300042570,Confirmada,False,Parcial,CAMARIÑAS,,08/07/2026,08/07/2026,Depósito Terminado,patricia,9,PU8624CRBEMA5,p8-938624-27,Puma 8624-27 Unisex Sneaker Plain 3P Cr/Be/Ma 5,Puma,48.0000,18.0000,30.0000,uni,6153.4000,184602.00000000,,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,1,PU5478CEBL1,a1-935478-01,Puma 5478-01 Baby Mini Cats Ce/Bl 1,Puma,6.0000,0.0000,6.0000,uni,4102.1000,24612.60000000,30 dias 8% emb 1 y emb 3,"<Notas>
  <Nota>
    <CUIT>30-6546709-5</CUIT>
    <Cliente>COMIZZO deportes</Cliente>
    <Direccion>RECONQUISTA-SFE</Direccion>
    <Telefono />
    <Expreso>SARITA</Expreso>
    <DireccionExpreso />
    <Notas>30 dias 8% emb 1 y emb 3</Notas>
  </Nota>
</Notas>"
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,2,PU7964NENE3,c2-907964-01,Puma 7964-01 CLYDE JUNIOR Q Ne/Ne 3,Puma,12.0000,0.0000,12.0000,uni,4614.9000,55378.80000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,3,PU7964BLBL3,c2-907964-02,Puma 7964-02 CLYDE JUNIOR Q Bl/Bl 3,Puma,12.0000,0.0000,12.0000,uni,4614.9000,55378.80000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,4,PU7964RSBL3,c2-907964-04,Puma 7964-04 CLYDE JUNIOR Q Rs/Bl 3,Puma,12.0000,0.0000,12.0000,uni,4614.9000,55378.80000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,5,PU8652LIBL3,c3-938652-03,Puma 8652-03 Kids Heart Logo Short Crew 2P Li/Bl 3,Puma,12.0000,0.0000,12.0000,uni,4614.9000,55378.80000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,6,PU8652RSBL3,c3-938652-04,Puma 8652-04 Kids Heart Logo Short Crew 2P Rs/Bl 3,Puma,12.0000,0.0000,12.0000,uni,4614.9000,55378.80000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,7,PU2392NENE3,d1-2392-907959/01,Puma 7959-01 Puma Easy Rider JR Ne/Ne 3,Puma,12.0000,0.0000,12.0000,uni,4358.5000,52302.00000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,8,PU7563CRBEMA5,d3-947563-01,Puma 7563-01 Unisex Logo Crew Sock 3P Cr/Be/Ma 5,Puma,12.0000,0.0000,12.0000,uni,7691.8000,92301.60000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,9,PU7563VECENE5,d3-947563-03,Puma 7563-03 Unisex Logo Crew Sock 3P Ve/Ce/Ne 5,Puma,12.0000,0.0000,12.0000,uni,7691.8000,92301.60000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,10,PU8380NENE4,e4-938380-01,Puma 8380-01 Women Sock 2P Ne/Ne 4,Puma,12.0000,0.0000,12.0000,uni,5897.0000,70764.00000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,11,PU8380BLBL4,e4-938380-02,Puma 8380-02 Women Sock 2P Bl/Bl 4,Puma,12.0000,0.0000,12.0000,uni,5897.0000,70764.00000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,12,PU8380GMGM4,e4-938380-03,Puma 8380-03 Women Sock 2P Gm/Gm 4,Puma,12.0000,0.0000,12.0000,uni,5897.0000,70764.00000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,13,PU8382NENE4,e4-938382-01,Puma 8382-01 Cushioned Sneaker 2P Ne/Ne 4,Puma,12.0000,0.0000,12.0000,uni,5230.3000,62763.60000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,14,PU8382GMGM4,e4-938382-03,Puma 8382-03 Cushioned Sneaker 2P Gm/Gm 4,Puma,12.0000,0.0000,12.0000,uni,5230.3000,62763.60000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,15,PU8382FUBL4,e4-938382-16,Puma 8382-16 Cushioned Sneaker 2P Fu/Bl 4,Puma,12.0000,0.0000,12.0000,uni,5230.3000,62763.60000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,16,PU7953RSM44,e5-907953-04,Puma 7953-04 BWT LIFESTYLE Q Rs/M4 4,Puma,12.0000,0.0000,12.0000,uni,4717.5000,56610.00000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,17,PU7950RSRS4,e7-907950-04,Puma 7950-04 Unisex BWT Cushioned Rs/Rs 4,Puma,12.0000,0.0000,12.0000,uni,5897.0000,70764.00000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,18,PU8643RSBE4,e7-938643-05,Puma 8643-05 Heritage Toe Sneaker 2P Rs/Be 4,Puma,12.0000,0.0000,12.0000,uni,5127.7000,61532.40000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,19,PU8643LICR4,e7-938643-08,Puma 8643-08 Heritage Toe Sneaker 2P Li/Cr 4,Puma,12.0000,0.0000,12.0000,uni,5127.7000,61532.40000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,20,PU6930NENENE4,l3-906930/01,Puma 6930-01 Footie P3 Ne/Ne/Ne 4,Puma,12.0000,0.0000,12.0000,uni,8204.7000,98456.40000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,21,PU1015BLNEGM4,o0-906978/21,Puma 6978-21 Quarter 3P Bl/Ne/Gm 4,Puma,24.0000,0.0000,24.0000,uni,6666.2000,159988.80000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,22,PU681NENENE5,o2-906978/03,PUMA 6978-03 Quarter 3P  Ne/Ne/Ne 5,Puma,12.0000,0.0000,12.0000,uni,6666.2000,79994.40000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,23,PU681BLNEGM5,o2-906978/21,PUMA 6978-21 Quarter 3P Bl/Ne/Gm 5,Puma,36.0000,0.0000,36.0000,uni,6666.2000,239983.20000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,24,PU1025BLNEGM4,o7-906807/15,Puma 6807-15 Inv. Sneaker 3P Bl/Ne/Gm 4,Puma,24.0000,0.0000,24.0000,uni,6153.4000,147681.60000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,25,PU504NENENE5,p1-906807/01,PUMA 6807-01 Inv. Sneakers 3P Ne/Ne/Ne 5,Puma,12.0000,0.0000,12.0000,uni,6153.4000,73840.80000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,26,PU504BLBLBL5,p1-906807/03,PUMA 6807-03 Inv. Sneakers 3P Bl/Bl/Bl 5,Puma,12.0000,0.0000,12.0000,uni,6153.4000,73840.80000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,27,PU504BLNEGM5,p1-906807/15,PUMA 6807-15 Inv. Sneakers 3P Bl/Ne/Gm 5,Puma,24.0000,0.0000,24.0000,uni,6153.4000,147681.60000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,28,PU1025BLM4NE4,p12-1025-880966/07,Puma 0966-07 Inv. Sneaker 3P Bl/M4/Ne 4,Puma,12.0000,0.0000,12.0000,uni,6153.4000,73840.80000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,29,PU1025RSBLGM4,p13-906807/20,Puma 6807-20 Inv. Sneaker 3P Rs/Bl/Gm 4,Puma,12.0000,0.0000,12.0000,uni,6153.4000,73840.80000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,30,PU1025FUGMM44,p14-906807-12,Puma 6807-12 Inv. Sneaker 3P Fu/Gm/M4 4,Puma,12.0000,0.0000,12.0000,uni,6153.4000,73840.80000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,31,PU8624VECENE5,p7-938624-30,Puma 8624-30 Unisex Sneaker Plain 3P Ve/Ce/Ne 5,Puma,24.0000,0.0000,24.0000,uni,6153.4000,147681.60000000,30 dias 8% emb 1 y emb 3,
300042556,Confirmada,False,Pendiente,COMIZZO deportes,30-6546709-5,29/06/2026,26/06/2026,Depósito Terminado,pu-nea,32,PU8624CRBEMA5,p8-938624-27,Puma 8624-27 Unisex Sneaker Plain 3P Cr/Be/Ma 5,Puma,24.0000,0.0000,24.0000,uni,6153.4000,147681.60000000,30 dias 8% emb 1 y emb 3,
