best_id_articulo,best_codigo,best_articulo,best_marca,best_modelos,best_colores,best_color_mode,best_talle,best_pack,best_variant_codes,status,confianza,score,razon,admin_IDArt,admin_id_manual,admin_NombreArticulo,admin_CodArtProv,admin_pack,admin_talle,admin_color_mode,admin_tipo_art_fab,candidatos_n,alt1_IDArt,alt1_nombre,alt1_score,alt2_IDArt,alt2_nombre,alt2_score,dict_version
PU7575BLBL3,c3-947575-01,Puma 7575-01 Kids Square Logo Quarter 2P Bl/Bl 3,Puma,7575|947575,BL/BL,solid,3,2,7575-01|907575-01|947575-01,MATCH_ALTO,alta,121,B_model+variant_code+talle+pack+color_logo_vs_solid+color_tok_1+marca+jaccard_0.54,1222,947575,947575-01 T3 Puma Kids Square Logo Quarter Blanco 2P,947575-01 T100,2,3,logo,Terminado,3,1374,947575-00 T3 Puma Kids Square Logo Quarter Su/Su 2P,96,1223,7575 T3 Puma Kids Square Logo Quarter Blanco Logo Rosa Fluor 1Par,29,2026-07-10-v3
PU7576BLBL3,c4-947576-01,Puma 7576-01 Kids Logo Block Quarter 2P Bl/Bl 3,Puma,7576|947576,BL/BL,solid,3,2,7576-01|907576-01|947576-01,MATCH_ALTO,alta,121,B_model+variant_code+talle+pack+color_logo_vs_solid+color_tok_1+marca+jaccard_0.54,1224,947576,947576-01 T3 Puma Kids Logo Block Quarter Blanco 2P,947576-01 T100,2,3,logo,Terminado,3,1375,947576-00 T3 Puma Kids Logo Block Quarter Su/Su 2P,96,1225,7576 T3 Puma Kids Logo Block Quarter Blanco Logo Negro 1Par,29,2026-07-10-v3
PU7940BLBLBL5,r15-907940-02,Puma 7940-02 Crew Sock Light Bl/Bl/Bl 5,Puma,7940|907940,BL/BL/BL,solid,5,3,7940-02|907940-02,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.45,604,907940,907940-02 Puma Crew Sock Light Blanco 3P,907940-02 T120,3,5,solid,Terminado,9,603,907940-03 Puma Crew Sock Light Bl/Gm/Ne 3P,125,606,907940-01 Puma Crew Sock Light Negro 3P,70,2026-07-10-v3
PU7940BLGMNE5,r15-907940-03,Puma 7940-03 Crew Sock Light Bl/Gm/Ne 5,Puma,7940|907940,BL/GM/NE,mix,5,3,7940-03|907940-03,MATCH_ALTO,alta,134,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.67,603,907940,907940-03 Puma Crew Sock Light Bl/Gm/Ne 3P,907940-03 T120,3,5,solid,Terminado,9,604,907940-02 Puma Crew Sock Light Blanco 3P,87,606,907940-01 Puma Crew Sock Light Negro 3P,87,2026-07-10-v3
PU7940NENENE5,r15-907940-01,Puma 7940-01 Crew Sock Light Ne/Ne/Ne 5,Puma,7940|907940,NE/NE/NE,solid,5,3,7940-01|907940-01,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.45,606,907940,907940-01 Puma Crew Sock Light Negro 3P,907940-01 T120,3,5,solid,Terminado,9,603,907940-03 Puma Crew Sock Light Bl/Gm/Ne 3P,73,604,907940-02 Puma Crew Sock Light Blanco 3P,70,2026-07-10-v3
PU7942BLBLBL4,r11-907942-02,Puma 7942-02 Cushioned Sneaker 3P Bl/Bl/Bl 4,Puma,7942|907942,BL/BL/BL,solid,4,3,7942-02|907942-02,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.45,607,907942,907942-02 T4 Puma Cushioned Sneaker Blanco 3P,907942-02 T110,3,4,solid,Terminado,8,609,907942-02 T5 Puma Cushioned Sneaker Blanco 3P,116,610,907942-01 T4 Puma Cushioned Sneaker Negro 3P,70,2026-07-10-v3
PU7942BLBLBL5,r11-907942-02,Puma 7942-02 Cushioned Sneaker 3P Bl/Bl/Bl 5,Puma,7942|907942,BL/BL/BL,solid,5,3,7942-02|907942-02,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.45,609,907942,907942-02 T5 Puma Cushioned Sneaker Blanco 3P,907942-02 T120,3,5,solid,Terminado,8,607,907942-02 T4 Puma Cushioned Sneaker Blanco 3P,116,608,907942-01 T5 Puma Cushioned Sneaker Negro 3P,70,2026-07-10-v3
PU7942NENENE4,r11-907942-01,Puma 7942-01 Cushioned Sneaker 3P Ne/Ne/Ne 4,Puma,7942|907942,NE/NE/NE,solid,4,3,7942-01|907942-01,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.45,610,907942,907942-01 T4 Puma Cushioned Sneaker Negro 3P,907942-01 T110,3,4,solid,Terminado,8,608,907942-01 T5 Puma Cushioned Sneaker Negro 3P,116,607,907942-02 T4 Puma Cushioned Sneaker Blanco 3P,70,2026-07-10-v3
PU7942NENENE5,r11-907942-01,Puma 7942-01 Cushioned Sneaker 3P Ne/Ne/Ne 5,Puma,7942|907942,NE/NE/NE,solid,5,3,7942-01|907942-01,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.45,608,907942,907942-01 T5 Puma Cushioned Sneaker Negro 3P,907942-01 T120,3,5,solid,Terminado,8,610,907942-01 T4 Puma Cushioned Sneaker Negro 3P,116,609,907942-02 T5 Puma Cushioned Sneaker Blanco 3P,70,2026-07-10-v3
PU7943BLBLBL4,r11-907943-02,Puma 7943-02 Cushioned Quarter 3P Bl/Bl/Bl 4,Puma,7943|907943,BL/BL/BL,solid,4,3,7943-02|907943-02,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.45,611,907943,907943-02 T4 Puma Cushioned Quarter Blanco 3P,907943-02 T110,3,4,solid,Terminado,8,613,907943-02 T5 Puma Cushioned Quarter Blanco 3P,116,612,907943-01 T4 Puma Cushioned Quarter Negro 3P,70,2026-07-10-v3
PU7943BLBLBL5,r11-907943-02,Puma 7943-02 Cushioned Quarter 3P Bl/Bl/Bl 5,Puma,7943|907943,BL/BL/BL,solid,5,3,7943-02|907943-02,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.45,613,907943,907943-02 T5 Puma Cushioned Quarter Blanco 3P,907943-02 T120,3,5,solid,Terminado,8,611,907943-02 T4 Puma Cushioned Quarter Blanco 3P,116,614,907943-01 T5 Puma Cushioned Quarter Negro 3P,70,2026-07-10-v3
PU7943NENENE4,r11-907943-01,Puma 7943-01 Cushioned Quarter 3P Ne/Ne/Ne 4,Puma,7943|907943,NE/NE/NE,solid,4,3,7943-01|907943-01,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.45,612,907943,907943-01 T4 Puma Cushioned Quarter Negro 3P,907943-01 T110,3,4,solid,Terminado,8,614,907943-01 T5 Puma Cushioned Quarter Negro 3P,116,611,907943-02 T4 Puma Cushioned Quarter Blanco 3P,70,2026-07-10-v3
PU7943NENENE5,r11907943-01,Puma 7943-01 Cushioned Quarter 3P Ne/Ne/Ne 5,Puma,7943|119079,NE/NE/NE,solid,5,3,7943-01|907943-01,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.45,614,907943,907943-01 T5 Puma Cushioned Quarter Negro 3P,907943-01 T120,3,5,solid,Terminado,8,612,907943-01 T4 Puma Cushioned Quarter Negro 3P,116,613,907943-02 T5 Puma Cushioned Quarter Blanco 3P,70,2026-07-10-v3
PU7944BLBL5,e3-907944-02,Puma 7944-02 Crew Heritage 2P Bl/Bl 5,Puma,7944|907944,BL/BL,solid,5,2,7944-02|907944-02,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.42,615,7944,907944-02 T5 Puma Crew Heritage Stripe Blanco 2P,,2,5,solid,Terminado,7,616,907944-03 T5 Puma Crew Heritage Stripe Blanco Logo Mno 2P,82,618,907944-01 T5 Puma Crew Heritage Stripe Negro 2P,69,2026-07-10-v3
PU7944MNMN5,e3-907944-03,Puma 7944-03 Crew Heritage 2P Mn/Mn 5,Puma,7944|907944,MN/MN,solid,5,2,7944-03|907944-03,MATCH_ALTO,alta,133,B_model+variant_code+talle+pack+color_tok_1+marca,616,7944,907944-03 T5 Puma Crew Heritage Stripe Blanco Logo Mno 2P,,2,5,logo,Terminado,7,615,907944-02 T5 Puma Crew Heritage Stripe Blanco 2P,69,618,907944-01 T5 Puma Crew Heritage Stripe Negro 2P,69,2026-07-10-v3
PU7944NENE5,e3-907944-01,Puma 7944-01 Crew Heritage 2P Ne/Ne 5,Puma,7944|907944,NE/NE,solid,5,2,7944-01|907944-01,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.42,618,7944,907944-01 T5 Puma Crew Heritage Stripe Negro 2P,,2,5,solid,Terminado,7,616,907944-03 T5 Puma Crew Heritage Stripe Blanco Logo Mno 2P,94,615,907944-02 T5 Puma Crew Heritage Stripe Blanco 2P,69,2026-07-10-v3
PU7947BLGM4,j3-907947-02,Puma 7947-02 BWT SNEAKER Bl/Gm 4,Puma,7947|907947,BL/GM,mix,4,2,7947-02|907947-02,MATCH_ALTO,alta,129,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_2+marca+jaccard_0.55,621,907947,907947-02 T4 Puma BWT Sneaker Bl/Gm 2P,907947-02 T110,2,4,solid,Terminado,19,625,907947-02 T5 Puma BWT Sneaker Bl/Gm 2P,84,1084,907947-04 T4 Puma BWT Sneaker Rs/Gm 2P,77,2026-07-10-v3
PU7947BLGR5,j4-907947-02,Puma 7947-02 BWT SNEAKER Bl/Gr 5,Puma,7947|907947,BL/GR,mix,5,2,7947-02|907947-02,MATCH_ALTO,alta,124,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_1+marca+jaccard_0.42,625,907947,907947-02 T5 Puma BWT Sneaker Bl/Gm 2P,907947-02 T120,2,5,solid,Terminado,19,621,907947-02 T4 Puma BWT Sneaker Bl/Gm 2P,79,627,907947-03 T5 Puma BWT Sneaker Mn/Fr 2P,73,2026-07-10-v3
PU7947NEGT4,j3-907947-01,Puma 7947-01 BWT SNEAKER Ne/Gt 4,Puma,7947|907947,NE/GT,mix,4,2,7947-01|907947-01,MATCH_ALTO,alta,129,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_2+marca+jaccard_0.55,623,907947,907947-01 T4 Puma BWT Sneaker Ne/Gt 2P,907947-01 T110,2,4,solid,Terminado,19,1084,907947-04 T4 Puma BWT Sneaker Rs/Gm 2P,108,628,907947-01 T5 Puma BWT Sneaker Ne/Gt 2P,84,2026-07-10-v3
PU7947NEGT5,j4-907947-01,Puma 7947-01 BWT SNEAKER Ne/Gt 5,Puma,7947|907947,NE/GT,mix,5,2,7947-01|907947-01,MATCH_ALTO,alta,129,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_2+marca+jaccard_0.55,628,907947,907947-01 T5 Puma BWT Sneaker Ne/Gt 2P,907947-01 T120,2,5,solid,Terminado,19,623,907947-01 T4 Puma BWT Sneaker Ne/Gt 2P,84,625,907947-02 T5 Puma BWT Sneaker Bl/Gm 2P,73,2026-07-10-v3
PU7947RSGR4,j3-907947-04,Puma 7947-04 BWT SNEAKER Rs/Gr 4,Puma,7947|907947,RS/GR,mix,4,2,7947-04|907947-04,MATCH_ALTO,alta,124,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_1+marca+jaccard_0.42,1084,907947,907947-04 T4 Puma BWT Sneaker Rs/Gm 2P,907947-01 T110,2,4,solid,Terminado,19,621,907947-02 T4 Puma BWT Sneaker Bl/Gm 2P,73,623,907947-01 T4 Puma BWT Sneaker Ne/Gt 2P,73,2026-07-10-v3
PU7950BLBL5,e7-907950-02,Puma 7950-02 Unisex BWT Cushioned Bl/Bl 5,Puma,7950|907950,BL/BL,solid,5,2,7950-02|907950-02,MATCH_ALTO,alta,154,B_model+variant_code+talle+pack+color_solid,631,907950,907950-02 T5 Unisex BWT Cushioned Quarter Blanco 2P,907950-02 T120,2,5,solid,Terminado,9,632,907950-03 T5 Puma Unisex BWT Cushioned Quarter Marino 2P,69,633,907950-01 T5 Puma Unisex BWT Cushioned Quarter Negro 2P,69,2026-07-10-v3
PU7950RSRS4,e7-907950-04,Puma 7950-04 Unisex BWT Cushioned Rs/Rs 4,Puma,7950|907950,RS/RS,solid,4,2,7950-04|907950-04,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,629,7950,907950-04 T4 Puma Unisex BWT Cushioned Quarter Rosa 2P,,2,4,solid,Terminado,9,979,7950 T4 Puma Unisex BWT Cushioned Quarter Rosa Logo M4 1Par,28,1244,7950 T5 Puma Unisex BWT Cushioned Quarter Blanco Logo Negro 1 Par,25,2026-07-10-v3
PU7953MNAZ5,e5-907953-03,Puma 7953-03 BWT LIFESTYLE Q Mn/Az 5,Puma,7953|907953,MN/AZ,mix,5,2,7953-03|907953-03,MATCH_ALTO,alta,122,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_1+marca,636,7953,907953-03 T5 Puma Lifestyle Quarter Mn/Fr 2P,,2,5,solid,Terminado,10,637,907953-01 T5 Puma Lifestyle Quarter Ne/Gt 2P,71,1381,907953-00 T5 Puma Lifestyle Quarter Su/Su 2P 2da,71,2026-07-10-v3
PU7953NEM45,e5-907953-01,Puma 7953-01 BWT LIFESTYLE Q Ne/M4 5,Puma,7953|907953,NE/M4,mix,5,2,7953-01|907953-01,MATCH_ALTO,alta,122,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_1+marca,637,7953,907953-01 T5 Puma Lifestyle Quarter Ne/Gt 2P,,2,5,solid,Terminado,10,636,907953-03 T5 Puma Lifestyle Quarter Mn/Fr 2P,71,1381,907953-00 T5 Puma Lifestyle Quarter Su/Su 2P 2da,71,2026-07-10-v3
PU7953RSM44,e5-907953-04,Puma 7953-04 BWT LIFESTYLE Q Rs/M4 4,Puma,7953|907953,RS/M4,mix,4,2,7953-04|907953-04,MATCH_ALTO,alta,122,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_1+marca,635,7953,907953-04 T4 Puma Lifestyle Quarter Rs/Gm 2P,,2,4,solid,Terminado,10,981,7953 T4 Puma Lifestyle Quarter Rosa Logo Blanco 1Par,36,980,7953 T4 Puma Lifestyle Quarter Gmel Logo Blanco 1Par,33,2026-07-10-v3
PU7964BLBL3,c2-907964-02,Puma 7964-02 CLYDE JUNIOR Q Bl/Bl 3,Puma,7964|907964,BL/BL,solid,3,2,7964-02|907964-02,MATCH_ALTO,alta,115,B_model+variant_code+talle_diff+pack+color_solid+marca,643,907964,907964-02 Puma Clyde Junior Quarter Blanco 2P,907964-02 T110,2,4,solid,Terminado,11,1372,907964-00 Puma Clyde Junior Quarter Su/Su 2P 2da,43,994,7964 T3 Puma Clyde Junior Quarter Negro Logo Blanco 1Par,42,2026-07-10-v3
PU7964NENE3,c2-907964-01,Puma 7964-01 CLYDE JUNIOR Q Ne/Ne 3,Puma,7964|907964,NE/NE,solid,3,2,7964-01|907964-01,MATCH_ALTO,alta,115,B_model+variant_code+talle_diff+pack+color_solid+marca,645,907964,907964-01 Puma Clyde Junior Quarter Negro 2P,907964-01 T110,2,4,solid,Terminado,11,1372,907964-00 Puma Clyde Junior Quarter Su/Su 2P 2da,43,995,7964 T3 Puma Clyde Junior Quarter Blanco Logo Negro 1Par,42,2026-07-10-v3
PU8020BLRS4,j7-938020-04,Puma 8020-04 Women Heart Short Sock Bl/Rs 4,Puma,8020|938020,BL/RS,mix,4,2,8020-04|908020-04|938020-04,MATCH_ALTO,alta,130,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_2+marca+jaccard_0.62,658,938020,938020-04 T4 Puma Women Heart Short Sock Bl/Rs 2P,938020-01 T100,2,4,solid,Terminado,7,1385,938020-00 T4 Puma Women Heart Short Sock Su/Su 2P,75,659,938020-03 T4 Puma Women Heart Short Sock Gris Mel 2P,74,2026-07-10-v3
PU8020GMGM4,j7-938020-03,Puma 8020-03 Women Heart Short Sock Gm/Gm 4,Puma,8020|938020,GM/GM,solid,4,2,8020-03|908020-03|938020-03,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.43,659,938020,938020-03 T4 Puma Women Heart Short Sock Gris Mel 2P,938020-03 T100,2,4,solid,Terminado,7,658,938020-04 T4 Puma Women Heart Short Sock Bl/Rs 2P,70,1385,938020-00 T4 Puma Women Heart Short Sock Su/Su 2P,70,2026-07-10-v3
PU8022BLBLBL6,y1-888022/01,Puma 8022-01 Sport XL Px3 Bl/Bl/Bl 6,Puma,8022|888022,BL/BL/BL,solid,6,3,8022-01|908022-01,MATCH_ALTO,alta,113,B_model+variant_code+talle_diff+pack+color_solid+marca,660,888022,888022-01 T6 Puma Sport  XXL Blanco 3P,888022-01 T120,3,5,solid,Terminado,7,1103,8022 T6 Puma Sport  XXL Negro Logo Rojo 1Par,38,1104,8022 T6 Puma Sport  XXL Gmel Logo Negro 1Par,38,2026-07-10-v3
PU8372AOAEMN5,r12-938372-04,Puma 8372-04 New Generation Crew 3P Ao/Ae/Mn 5,Puma,8372|938372,AO/AE/MN,mix,5,3,8372-04|908372-04|938372-04,MATCH_ALTO,alta,132,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.53,721,938372,938372-04 T5 Puma New G Cushioned Crew Ao/Ae/Mn 3P,938372-04 T120,3,5,solid,Terminado,15,1096,938372-04 T4 Puma New G Cushioned Crew Ao/Ae/Mn 3P,87,722,938372-01 T5 Puma New G Cushioned Crew Blanco 3P,73,2026-07-10-v3
PU8372BLBLBL4,r10-938372-01,Puma 8372-01 New Generation Crew 3P Bl/Bl/Bl 4,Puma,8372|938372,BL/BL/BL,solid,4,3,8372-01|908372-01|938372-01,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,717,938372,938372-01 T4 Puma New G Cushioned Crew Blanco 3P,938372-01 T110,3,4,solid,Terminado,15,722,938372-01 T5 Puma New G Cushioned Crew Blanco 3P,115,718,938372-02 T4 Puma New G Cushioned Crew Negro 3P,69,2026-07-10-v3
PU8372BLBLBL5,r10-938372-01,Puma 8372-01 New Generation Crew 3P Bl/Bl/Bl 5,Puma,8372|938372,BL/BL/BL,solid,5,3,8372-01|908372-01|938372-01,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,722,938372,938372-01 T5 Puma New G Cushioned Crew Blanco 3P,938372-01 T120,3,5,solid,Terminado,15,717,938372-01 T4 Puma New G Cushioned Crew Blanco 3P,115,723,938372-02 T5 Puma New G Cushioned Crew Negro 3P,69,2026-07-10-v3
PU8372NENENE4,r11-938372-02,Puma 8372-02 New Generation Crew 3P Ne/Ne/Ne 4,Puma,8372|938372,NE/NE/NE,solid,4,3,8372-02|908372-02|938372-02,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,718,938372,938372-02 T4 Puma New G Cushioned Crew Negro 3P,938372-02 T110,3,4,solid,Terminado,15,723,938372-02 T5 Puma New G Cushioned Crew Negro 3P,115,717,938372-01 T4 Puma New G Cushioned Crew Blanco 3P,69,2026-07-10-v3
PU8372NENENE5,r11-938372-02,Puma 8372-02 New Generation Crew 3P Ne/Ne/Ne 5,Puma,8372|938372,NE/NE/NE,solid,5,3,8372-02|908372-02|938372-02,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,723,938372,938372-02 T5 Puma New G Cushioned Crew Negro 3P,938372-02 T120,3,5,solid,Terminado,15,718,938372-02 T4 Puma New G Cushioned Crew Negro 3P,115,722,938372-01 T5 Puma New G Cushioned Crew Blanco 3P,69,2026-07-10-v3
PU8380BLBL4,e4-938380-02,Puma 8380-02 Women Sock 2P Bl/Bl 4,Puma,8380|938380,BL/BL,solid,4,2,8380-02|908380-02|938380-02,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.45,727,938380,938380-02 T4 Puma Women Sock Blanco 2P,938380-02 T100,2,4,solid,Terminado,7,729,938380-01 T4 Puma Women Sock Negro 2P,70,728,938380-03 T4 Puma Women Sock Gris Mel 2P,69,2026-07-10-v3
PU8380GMGM4,e4-938380-03,Puma 8380-03 Women Sock 2P Gm/Gm 4,Puma,8380|938380,GM/GM,solid,4,2,8380-03|908380-03|938380-03,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.42,728,938380,938380-03 T4 Puma Women Sock Gris Mel 2P,938380-03 T100,2,4,solid,Terminado,7,727,938380-02 T4 Puma Women Sock Blanco 2P,70,729,938380-01 T4 Puma Women Sock Negro 2P,70,2026-07-10-v3
PU8380NENE4,e4-938380-01,Puma 8380-01 Women Sock 2P Ne/Ne 4,Puma,8380|938380,NE/NE,solid,4,2,8380-01|908380-01|938380-01,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.45,729,938380,938380-01 T4 Puma Women Sock Negro 2P,938380-01 T100,2,4,solid,Terminado,7,727,938380-02 T4 Puma Women Sock Blanco 2P,70,728,938380-03 T4 Puma Women Sock Gris Mel 2P,69,2026-07-10-v3
PU8382FUBL4,e4-938382-16,Puma 8382-16 Cushioned Sneaker 2P Fu/Bl 4,Puma,8382|938382,FU/BL,mix,4,2,8382-16|908382-16|938382-16,MATCH_ALTO,alta,124,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_1+marca+jaccard_0.42,1219,938382,938382-16 T4 Puma Cushioned Sneaker Blanco 2P,938382-16 T110,2,4,solid,Terminado,8,1220,8382 T4 Puma Cushioned Sneaker Blanco Logo Fucsia 1 Par,85,1221,8382 T4 Puma Cushioned Sneaker Fucsia Logo Blanco 1 Par,85,2026-07-10-v3
PU8382GMGM4,e4-938382-03,Puma 8382-03 Cushioned Sneaker 2P Gm/Gm 4,Puma,8382|938382,GM/GM,solid,4,2,8382-03|908382-03|938382-03,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.42,730,938382,938382-03 T4 Puma Cushioned Sneaker Gris Mel 2P,938382-03 T110,2,4,solid,Terminado,8,731,938382-01 T4 Puma Cushioned Sneaker Negro 2P,70,1219,938382-16 T4 Puma Cushioned Sneaker Blanco 2P,70,2026-07-10-v3
PU8382NENE4,e4-938382-01,Puma 8382-01 Cushioned Sneaker 2P Ne/Ne 4,Puma,8382|938382,NE/NE,solid,4,2,8382-01|908382-01|938382-01,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.45,731,938382,938382-01 T4 Puma Cushioned Sneaker Negro 2P,938382-01 T100,2,4,solid,Terminado,8,1219,938382-16 T4 Puma Cushioned Sneaker Blanco 2P,70,730,938382-03 T4 Puma Cushioned Sneaker Gris Mel 2P,69,2026-07-10-v3
PU8391MNMN5,PU8391,Puma 8391-03 Men Classic Sock 2P Mn/Mn 5,Puma,8391,MN/MN,solid,5,2,8391-03|908391-03,MATCH_ALTO,alta,126,B_model+talle+pack+color_solid+marca+jaccard_0.42,742,8391,938391 T5 Puma Men Classic Sock Marino 2P,,2,5,solid,Terminado,4,743,938391 T5 Puma Men Classic Sock Negro 2P,71,1032,8391 T5 Puma Men Classic Sock Negro Logo Gris 1Par,40,2026-07-10-v3
PU8391NENE5,PU8391,Puma 8391-01 Men Classic Sock 2P Ne/Ne 5,Puma,8391,NE/NE,solid,5,2,8391-01|908391-01,MATCH_ALTO,alta,126,B_model+talle+pack+color_solid+marca+jaccard_0.42,743,8391,938391 T5 Puma Men Classic Sock Negro 2P,,2,5,solid,Terminado,4,742,938391 T5 Puma Men Classic Sock Marino 2P,71,1031,8391 T5 Puma Men Classic Sock Marino Logo Celeste 1Par,40,2026-07-10-v3
PU8393AOAEMN4,r5-938393-04,Puma 8393-04 Unisex New Quarter 3P Ao/Ae/Mn 4,Puma,8393|938393,AO/AE/MN,mix,4,3,8393-04|908393-04|938393-04,MATCH_ALTO,alta,132,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.53,745,938393,938393-04 T4 Puma New G Cushioned Quarter Ao/Ae/Mn 3P,938393-04 T110,3,4,solid,Terminado,16,750,938393-04 T5 Puma New G Cushioned Quarter Ao/Ae/Mn 3P,87,746,938393-01 T4 Puma New G Cushioned Quarter Blanco 3P,73,2026-07-10-v3
PU8393AOAEMN5,r5-938393-04,Puma 8393-04 Unisex New Quarter 3P Ao/Ae/Mn 5,Puma,8393|938393,AO/AE/MN,mix,5,3,8393-04|908393-04|938393-04,MATCH_ALTO,alta,132,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.53,750,938393,938393-04 T5 Puma New G Cushioned Quarter Ao/Ae/Mn 3P,938393-04 7120,3,5,solid,Terminado,16,745,938393-04 T4 Puma New G Cushioned Quarter Ao/Ae/Mn 3P,87,751,938393-01 T5 Puma New G Cushioned Quarter Blanco 3P,73,2026-07-10-v3
PU8393NENENE4,r4-938393-02,Puma 8393-02 Unisex New Quarter 3P Ne/Ne/Ne 4,Puma,8393|938393,NE/NE/NE,solid,4,3,8393-02|908393-02|938393-02,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,747,938393,938393-02 T4 Puma New G Cushioned Quarter Negro 3P,938393-02 T110,3,4,solid,Terminado,16,752,938393-02 T5 Puma New G Cushioned Quarter Negro 3P,115,746,938393-01 T4 Puma New G Cushioned Quarter Blanco 3P,69,2026-07-10-v3
PU8393NENENE5,r4-938393-02,Puma 8393-02 Unisex New Quarter 3P Ne/Ne/Ne 5,Puma,8393|938393,NE/NE/NE,solid,5,3,8393-02|908393-02|938393-02,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,752,938393,938393-02 T5 Puma New G Cushioned Quarter Negro 3P,938393-02 T120,3,5,solid,Terminado,16,747,938393-02 T4 Puma New G Cushioned Quarter Negro 3P,115,751,938393-01 T5 Puma New G Cushioned Quarter Blanco 3P,69,2026-07-10-v3
PU8624CRBEMA5,p8-938624-27,Puma 8624-27 Unisex Sneaker Plain 3P Cr/Be/Ma 5,Puma,8624|938624,CR/BE/MA,mix,5,3,8624-27|908624-27|938624-27,MATCH_ALTO,alta,128,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_3+jaccard_0.62,1253,938624,938624-27 T5 Unisex Sneaker Plain Ma/Be/Cr 3P,938624-27 T120,3,5,solid,Terminado,9,1254,938624-30 T5 Unisex Sneaker Plain Ve/Ce/Ne 3P,68,1255,8624 T5 Unisex Sneaker Plain Marron Logo Beige 1Par,49,2026-07-10-v3
PU8624VECENE5,p7-938624-30,Puma 8624-30 Unisex Sneaker Plain 3P Ve/Ce/Ne 5,Puma,8624|938624,VE/NE,mix,5,3,8624-30|908624-30|938624-30,MATCH_ALTO,alta,125,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_2+jaccard_0.62,1254,938624,938624-30 T5 Unisex Sneaker Plain Ve/Ce/Ne 3P,938624-30 T120,3,5,solid,Terminado,9,1253,938624-27 T5 Unisex Sneaker Plain Ma/Be/Cr 3P,68,1258,8624 T5 Unisex Sneaker Plain Verde Logo Blanco 1Par,31,2026-07-10-v3
PU8643LICR4,e7-938643-08,Puma 8643-08 Heritage Toe Sneaker 2P Li/Cr 4,Puma,8643|938643,CR,solid,4,2,8643-08|908643-08|938643-08,MATCH_ALTO,alta,165,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.67,768,938643,938643-08 T4 Puma Heritage Toe Sneaker Li/Cr 2P,938643-08 T110,2,4,solid,Terminado,7,1066,8643-08 T4 Puma Heritage Toe Sneaker Lila Logo Negro 1Par,76,769,938643-05 T4 Puma Heritage Toe Sneaker Rs/Cr 2P,74,2026-07-10-v3
