best_id_articulo,best_codigo,best_articulo,best_marca,best_modelos,best_colores,best_color_mode,best_talle,best_pack,best_variant_codes,status,confianza,score,razon,admin_IDArt,admin_id_manual,admin_NombreArticulo,admin_CodArtProv,admin_pack,admin_talle,admin_color_mode,admin_tipo_art_fab,candidatos_n,alt1_IDArt,alt1_nombre,alt1_score,alt2_IDArt,alt2_nombre,alt2_score,dict_version
LE7863BLBLBL5,A1 37863-M003,Levis 7863-M003 Low Cut Wordmark Logo 3P Bl/Bl/Bl 5,Levis,7863|37863,BL/BL/BL,solid,5,3,37863-M003|7863-M003|907863-M003,MATCH_ALTO,alta,121,B_model+variant_code+talle+pack+color_logo_vs_solid+color_tok_1+marca+jaccard_0.54,596,37863,37863-M003 T5 Levis Low Cut Wordmark Logo Blanco 3P,37863-M003 T40/43,3,5,logo,Terminado,14,597,37863-M004 T5 Levis Low Cut Wordmark Logo Gt/M4/Bl 3P,100,598,37863-M001 T5 Levis Low Cut Wordmark Logo Negro 3P,96,2026-07-10-v3
LE7863GTM4BL5,A2 37863-M004,Levis 7863-M004 Low Cut Wordmark Logo 3P Gt/M4/Bl 5,Levis,7863|37863,GT/M4/BL,mix,5,3,37863-M004|7863-M004|907863-M004,MATCH_ALTO,alta,154,B_model+variant_code+talle+pack+color_logo_as_mix_partial+color_tok_3+marca+jaccard_0.71,597,37863,37863-M004 T5 Levis Low Cut Wordmark Logo Gt/M4/Bl 3P,37863-M004 T40/43,3,5,logo,Terminado,14,596,37863-M003 T5 Levis Low Cut Wordmark Logo Blanco 3P,108,598,37863-M001 T5 Levis Low Cut Wordmark Logo Negro 3P,90,2026-07-10-v3
LE7864BLBL5,D1 37864-M003,Levis 7864-M003 Reg Cut Sport Stripe 2P Bl/Bl 5,Levis,7864|37864,BL/BL,solid,5,2,37864-M003|7864-M003|907864-M003,MATCH_ALTO,alta,163,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.54,599,37864,37864-M003 T5 Levis Reg Cut Sport Stripe Blanco 2P,37864-M003 T40/43,2,5,solid,Terminado,7,592,37864-M002 T5 Levis Reg Cut Wordmark Logo Marino 2P,93,593,37864-M004 T5 Levis Reg Cut Wordmark Logo Ne/M4 2P,93,2026-07-10-v3
LE7867BLBL4,H2 37867-W002,Levis 7867-W002 Women Low Rise Logo 2P Bl/Bl 4,Levis,7867|37867,BL/BL,solid,4,2,37867-W002|7867-W002|907867-W002,MATCH_ALTO,alta,121,B_model+variant_code+talle+pack+color_logo_vs_solid+color_tok_1+marca+jaccard_0.54,600,37867,37867-W002 T4 Levis Women Low Rise Logo Blanco 2P,37867-W002 T35/39,2,4,logo,Terminado,4,601,37867-W001 T4 Levis Women Low Rise Logo Negro 2P,96,1122,7867 T4 Levis Women Low Rise Logo Negro Logo Gmel 1Par,41,2026-07-10-v3
LE7867NENE4,H1 37867-W001,Levis 7867-W001 Women Low Rise Logo 2P Ne/Ne 4,Levis,7867|37867,NE/NE,solid,4,2,37867-W001|7867-W001|907867-W001,MATCH_ALTO,alta,121,B_model+variant_code+talle+pack+color_logo_vs_solid+color_tok_1+marca+jaccard_0.54,601,37867,37867-W001 T4 Levis Women Low Rise Logo Negro 2P,37867-W001 T35/39,2,4,logo,Terminado,4,600,37867-W002 T4 Levis Women Low Rise Logo Blanco 2P,96,1123,7867 T4 Levis Women Low Rise Logo Blanco Logo Gmel 1Par,41,2026-07-10-v3
PU1015BLBLBL4,n99-906978/07,Puma 6978-07 Quarter 3P Bl/Bl/Bl 4,Puma,1015|906978|6978,BL/BL/BL,solid,4,3,6978-07|906978-07,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,11,906978,906978-07 T4 Puma Unisex Quarter Plain Blanco 3P,906978-07 T110,3,4,solid,Terminado,35,9,906978-13 T4 Puma Unisex Quarter Plain Bl/Gm/Mn 3P,124,10,906978-21 T4 Puma Unisex Quarter Plain Bl/Ne/Gm 3P,124,2026-07-10-v3
PU1015BLGMMN4,o4-906978/13,Puma 6978-13 Quarter 3P Bl/Gm/Mn 4,Puma,1015|906978|6978,BL/GM/MN,mix,4,3,6978-13|906978-13,MATCH_ALTO,alta,132,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.54,9,906978,906978-13 T4 Puma Unisex Quarter Plain Bl/Gm/Mn 3P,906978-13 T110,3,4,solid,Terminado,35,10,906978-21 T4 Puma Unisex Quarter Plain Bl/Ne/Gm 3P,91,11,906978-07 T4 Puma Unisex Quarter Plain Blanco 3P,86,2026-07-10-v3
PU1015BLNEGM4,o0-906978/21,Puma 6978-21 Quarter 3P Bl/Ne/Gm 4,Puma,1015|906978|6978,BL/NE/GM,mix,4,3,6978-21|906978-21,MATCH_ALTO,alta,132,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.54,10,906978,906978-21 T4 Puma Unisex Quarter Plain Bl/Ne/Gm 3P,906978-21 T110,3,4,solid,Terminado,35,9,906978-13 T4 Puma Unisex Quarter Plain Bl/Gm/Mn 3P,91,14,906978-21 T5 Puma Unisex Quarter Plain Bl/Ne/Gm 3P,87,2026-07-10-v3
PU1015NENENE4,o0-906978/03,Puma 6978-03 Quarter 3P Ne/Ne/Ne 4,Puma,1015|906978|6978,NE/NE/NE,solid,4,3,6978-03|906978-03,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,12,906978,906978-03 T4 Puma Unisex Quarter Plain Negro 3P,906978-03 T110,3,4,solid,Terminado,35,17,906978-03 T5 Puma Unisex Quarter Plain Negro 3P,115,10,906978-21 T4 Puma Unisex Quarter Plain Bl/Ne/Gm 3P,72,2026-07-10-v3
PU1015RSBLGM4,o4-906978/08,Puma 6978-08 Quarter 3P Rs/Bl/Gm 4,Puma,1015|906978|6978,RS/BL/GM,mix,4,3,6978-08|906978-08,MATCH_ALTO,alta,132,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.54,13,906978,906978-08 T4 Puma Unisex Quarter Plain Rs/Bl/Gm 3P,906978-08 T110,3,4,solid,Terminado,35,9,906978-13 T4 Puma Unisex Quarter Plain Bl/Gm/Mn 3P,91,10,906978-21 T4 Puma Unisex Quarter Plain Bl/Ne/Gm 3P,91,2026-07-10-v3
PU1025BLBLBL4,o5-906807/03,Puma 6807-03 Inv. Sneaker 3P Bl/Bl/Bl 4,Puma,1025|906807|6807,BL/BL/BL,solid,4,3,6807-03|906807-03,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,23,906807,906807-03 T5 Puma Invisible Sneaker Blanco 3P,906807-03 T110,3,4,solid,Terminado,49,22,906807-15 T4 Puma Invisible Sneaker Bl/Ne/Gm 3P,124,36,906807-03 T5 Puma Invisible Sneaker Blanco 3P,115,2026-07-10-v3
PU1025BLNEGM4,o7-906807/15,Puma 6807-15 Inv. Sneaker 3P Bl/Ne/Gm 4,Puma,1025|906807|6807,BL/NE/GM,mix,4,3,6807-15|906807-15,MATCH_ALTO,alta,132,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.54,22,906807,906807-15 T4 Puma Invisible Sneaker Bl/Ne/Gm 3P,906807-15 T110,3,4,solid,Terminado,49,30,906807-79 T4 Puma Invisible Sneaker Blanco Logo Tu/Ve/Vi 3P,90,35,906807-15 T5 Puma Invisible Sneaker Bl/Ne/Gm 3P,87,2026-07-10-v3
PU1025FUGMM44,p14-906807-12,Puma 6807-12 Inv. Sneaker 3P Fu/Gm/M4 4,Puma,1025|906807|6807,FU/GM/M4,mix,4,3,6807-12|906807-12,MATCH_ALTO,alta,132,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.54,24,906807,906807-12 T4 Puma Invisible Sneaker Fu/Gm/M4 3P,906807-12 T110,3,4,solid,Terminado,49,30,906807-79 T4 Puma Invisible Sneaker Blanco Logo Tu/Ve/Vi 3P,87,25,906807-14 T4 Puma Invisible Sneaker Gt/Gm/M4 3P,81,2026-07-10-v3
PU1025GTGMM44,p9-906807-14,Puma 6807-14 Puma Inv. Sneaker 3P Gt/Gm/M4 4,Puma,1025|906807|6807,GT/GM/M4,mix,4,3,6807-14|906807-14,MATCH_ALTO,alta,132,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.54,25,906807,906807-14 T4 Puma Invisible Sneaker Gt/Gm/M4 3P,906807-14 T110,3,4,solid,Terminado,49,30,906807-79 T4 Puma Invisible Sneaker Blanco Logo Tu/Ve/Vi 3P,87,37,906807-14 T5 Puma Invisible Sneaker Gt/Gm/M4 3P,87,2026-07-10-v3
PU1025GTGMM45,p9-906807-14,Puma 6807-14 Puma Inv. Sneaker 3P Gt/Gm/M4 5,Puma,1025|906807|6807,GT/GM/M4,mix,5,3,6807-14|906807-14,MATCH_ALTO,alta,132,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.54,37,906807,906807-14 T5 Puma Invisible Sneaker Gt/Gm/M4 3P,906807-14 T120,3,5,solid,Terminado,49,25,906807-14 T4 Puma Invisible Sneaker Gt/Gm/M4 3P,87,39,906807-79 T5 Puma Invisible Sneaker Blanco Logo Tu/Ve/Vi 3P,87,2026-07-10-v3
PU1025NENENE4,o6-906807/01,Puma 6807-01 Inv. Sneaker 3P Ne/Ne/Ne 4,Puma,1025|906807|6807,NE/NE/NE,solid,4,3,6807-01|906807-01,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,27,906807,906807-01 T4 Puma Invisible Sneaker Negro 3P,906807-01 T110,3,4,solid,Terminado,49,38,906807-01 T5 Puma Invisible Sneaker Negro 3P,115,30,906807-79 T4 Puma Invisible Sneaker Blanco Logo Tu/Ve/Vi 3P,92,2026-07-10-v3
PU1025RSBLGM4,p13-906807/20,Puma 6807-20 Inv. Sneaker 3P Rs/Bl/Gm 4,Puma,1025|906807|6807,RS/BL/GM,mix,4,3,6807-20|906807-20,MATCH_ALTO,alta,132,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.54,28,906807,906807-20 T4 Puma Invisible Sneaker Rs/Bl/Gm 3P,906807-20 T110,3,4,solid,Terminado,49,22,906807-15 T4 Puma Invisible Sneaker Bl/Ne/Gm 3P,91,30,906807-79 T4 Puma Invisible Sneaker Blanco Logo Tu/Ve/Vi 3P,90,2026-07-10-v3
PU1025TUVEVI4,p5-906807-79,Puma 6807-79 Inv. Sneaker 3P Tu/Ve/Vi 4,Puma,1025|906807|6807,VE,solid,4,3,6807-79|906807-79,MATCH_ALTO,alta,135,B_model+variant_code+talle+pack+color_tok_1+marca+jaccard_0.47,30,906807,906807-79 T4 Puma Invisible Sneaker Blanco Logo Tu/Ve/Vi 3P,906807-79 T110,3,4,logo,Terminado,49,39,906807-79 T5 Puma Invisible Sneaker Blanco Logo Tu/Ve/Vi 3P,90,23,906807-03 T5 Puma Invisible Sneaker Blanco 3P,68,2026-07-10-v3
PU1025TUVEVI5,p5-906807-79,Puma 6807-79 Inv. Sneaker 3P Tu/Ve/Vi 5,Puma,1025|906807|6807,VE,solid,5,3,6807-79|906807-79,MATCH_ALTO,alta,135,B_model+variant_code+talle+pack+color_tok_1+marca+jaccard_0.47,39,906807,906807-79 T5 Puma Invisible Sneaker Blanco Logo Tu/Ve/Vi 3P,906807-79 T120,3,5,logo,Terminado,49,30,906807-79 T4 Puma Invisible Sneaker Blanco Logo Tu/Ve/Vi 3P,90,36,906807-03 T5 Puma Invisible Sneaker Blanco 3P,68,2026-07-10-v3
PU1315NENE3,b3-1315-892570/04,PUMA 2570-04 Kids inv. Sneakers 2P Ne/Ne 3,Puma,1315|2570,NE/NE,solid,3,2,2570-04|902570-04,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,42,1315,892570-04 T3 Puma Kids invisible Sneakers Negro 2P,,2,3,solid,Terminado,2,811,2570 T3 Puma Kids Invisible.Sneakers Negro Logo Blanco 1Par,27,,,,2026-07-10-v3
PU2392AZAZ3,d1-2392-907959/04,Puma 7959-04 Separate Tees Az/Az 3,Puma,2392|7959,AZ/AZ,solid,3,2,7959-04|907959-04,MATCH_ALTO,alta,112,B_model+variant_code+talle_diff+pack+color_solid+marca,122,907959,907959-04 T3 Puma Easy Rider Junior Azul 2P,907959-04 T110,2,4,solid,Fabricado,6,992,7959 T3 Puma Easy Rider Junior Blanco Logo Negro 1Par,37,993,7959 T3 Puma Easy Rider Junior Negro Logo Blanco 1Par,37,2026-07-10-v3
PU2392BLBL3,d1-2392-907959/02,Puma 7959-02 Separate Tees Bl/Bl 3,Puma,2392|7959,BL/BL,solid,3,2,7959-02|907959-02,MATCH_ALTO,alta,112,B_model+variant_code+talle_diff+pack+color_solid+marca,123,907959,907959-02 T3 Puma Easy Rider Junior Blanco 2P,907959-02 T110,2,4,solid,Fabricado,6,993,7959 T3 Puma Easy Rider Junior Negro Logo Blanco 1Par,40,991,7959 T3 Puma Easy Rider Junior Azul Logo Celeste 1Par,37,2026-07-10-v3
PU2392NENE3,d1-2392-907959/01,Puma 7959-01 Puma Easy Rider JR Ne/Ne 3,Puma,2392|7959,NE/NE,solid,3,2,7959-01|907959-01,MATCH_ALTO,alta,114,B_model+variant_code+talle_diff+pack+color_solid+marca,124,907959,907959-01 T3 Puma Easy Rider Junior Negro 2P,907959-01 T110,2,4,solid,Fabricado,6,992,7959 T3 Puma Easy Rider Junior Blanco Logo Negro 1Par,42,991,7959 T3 Puma Easy Rider Junior Azul Logo Celeste 1Par,39,2026-07-10-v3
PU3765BLBLGM5,r1-883765/03,PUMA 3765-03 Lifestyle Sock 3P Bl/Bl/Gm 5,Puma,3765|883765,BL/BL/GM,mix,5,3,3765-03|903765-03,MATCH_ALTO,alta,129,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_2+marca+jaccard_0.55,201,883765,883765-03 T5 Puma Lifestyle Bl/Bl/Gm 3P,883765-03 T120,3,5,solid,Terminado,6,202,883765-02 T5 Puma Lifestyle Ne/Ne/Gm 3P,77,1369,883765-00 T5 Puma Lifestyle Su/Su/Su 3P 2da,73,2026-07-10-v3
PU3765NENEGM5,r1-883765/02,PUMA 3765-02 Lifestyle Sock 3P Ne/Ne/Gm 5,Puma,3765|883765,NE/NE/GM,mix,5,3,3765-02|903765-02,MATCH_ALTO,alta,129,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_2+marca+jaccard_0.55,202,883765,883765-02 T5 Puma Lifestyle Ne/Ne/Gm 3P,883765-02 T120,3,5,solid,Terminado,6,201,883765-03 T5 Puma Lifestyle Bl/Bl/Gm 3P,77,1369,883765-00 T5 Puma Lifestyle Su/Su/Su 3P 2da,73,2026-07-10-v3
PU4491BLBLBL3,w1-907958-02,Puma 7958-02 Sport Junior T:4 3P Bl/Bl/Bl 3,Puma,4491|907958|7958,BL/BL/BL,solid,3,3,7958-02|907958-02,MATCH_ALTO,alta,115,B_model+variant_code+talle_diff+pack+color_solid+marca,213,907958,907958-02 T4 Puma Sport Junior Blanco 3P,907958-02 T120,3,5,solid,Terminado,8,215,907958-01 T4 Puma Sport Junior Negro 3P,24,214,907958-04 T4 Puma Sport Junior Fr/Ce/Mn 3P,23,2026-07-10-v3
PU4491NENENE3,w1-907958-01,Puma 7958-01 Sport Junior T:4 3P Ne/Ne/Ne 3,Puma,4491|907958|7958,NE/NE/NE,solid,3,3,7958-01|907958-01,MATCH_ALTO,alta,115,B_model+variant_code+talle_diff+pack+color_solid+marca,215,907958,907958-01 T4 Puma Sport Junior Negro 3P,907958-01 T120,3,5,solid,Terminado,8,213,907958-02 T4 Puma Sport Junior Blanco 3P,24,214,907958-04 T4 Puma Sport Junior Fr/Ce/Mn 3P,23,2026-07-10-v3
PU504BLBLBL5,p1-906807/03,PUMA 6807-03 Inv. Sneakers 3P Bl/Bl/Bl 5,Puma,504|906807|6807,BL/BL/BL,solid,5,3,6807-03|906807-03,MATCH_ALTO,alta,158,B_model+variant_code+talle+pack+color_solid+marca,36,906807,906807-03 T5 Puma Invisible Sneaker Blanco 3P,906807-03 T120,3,5,solid,Terminado,42,35,906807-15 T5 Puma Invisible Sneaker Bl/Ne/Gm 3P,123,23,906807-03 T5 Puma Invisible Sneaker Blanco 3P,113,2026-07-10-v3
PU504BLNEGM5,p1-906807/15,PUMA 6807-15 Inv. Sneakers 3P Bl/Ne/Gm 5,Puma,504|906807|6807,BL/NE/GM,mix,5,3,6807-15|906807-15,MATCH_ALTO,alta,130,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.43,35,906807,906807-15 T5 Puma Invisible Sneaker Bl/Ne/Gm 3P,906807-15 T120,3,5,solid,Terminado,42,39,906807-79 T5 Puma Invisible Sneaker Blanco Logo Tu/Ve/Vi 3P,89,22,906807-15 T4 Puma Invisible Sneaker Bl/Ne/Gm 3P,85,2026-07-10-v3
PU504NENENE5,p1-906807/01,PUMA 6807-01 Inv. Sneakers 3P Ne/Ne/Ne 5,Puma,504|906807|6807,NE/NE/NE,solid,5,3,6807-01|906807-01,MATCH_ALTO,alta,158,B_model+variant_code+talle+pack+color_solid+marca,38,906807,906807-01 T5 Puma Invisible Sneaker Negro 3P,906807-01 T120,3,5,solid,Terminado,42,27,906807-01 T4 Puma Invisible Sneaker Negro 3P,113,39,906807-79 T5 Puma Invisible Sneaker Blanco Logo Tu/Ve/Vi 3P,91,2026-07-10-v3
PU5476BLBL4,z13-935476-01,Puma 5476-01 Sport Light Sneaker x2 Bl/Bl 4,Puma,5476|935476,BL/BL,solid,4,2,5476-01|905476-01|935476-01,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,282,935476,935476-01 T4 Puma Sport Light Sneaker Blanco 2P,935476-01 T110,2,4,solid,Terminado,14,286,935476-01 T5 Puma Sport Light Sneaker Blanco 2P,115,283,935476-05 T4 Puma Sport Light Sneaker Coral 2P,94,2026-07-10-v3
PU5476BLBL5,z14-935476-01,Puma 5476-01 Sport Light Sneaker x2 Bl/Bl 5,Puma,5476|935476,BL/BL,solid,5,2,5476-01|905476-01|935476-01,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,286,935476,935476-01 T5 Puma Sport Light Sneaker Blanco 2P,935476-01 T120,2,5,solid,Terminado,14,282,935476-01 T4 Puma Sport Light Sneaker Blanco 2P,115,285,935476-04 T5 Puma Sport Light Sneaker Francia 2P,94,2026-07-10-v3
PU5476NENE4,z13-935476-02,Puma 5476-02 Sport Light Sneaker x2 Ne/Ne 4,Puma,5476|935476,NE/NE,solid,4,2,5476-02|905476-02|935476-02,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,284,935476,935476-02 T4 Puma Sport Light Sneaker Negro 2P,935476-02 T110,2,4,solid,Terminado,14,288,935476-02 T5 Puma Sport Light Sneaker Negro 2p,115,283,935476-05 T4 Puma Sport Light Sneaker Coral 2P,94,2026-07-10-v3
PU5476NENE5,z14-935476-02,Puma 5476-02 Sport Light Sneaker x2 Ne/Ne 5,Puma,5476|935476,NE/NE,solid,5,2,5476-02|905476-02|935476-02,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,288,935476,935476-02 T5 Puma Sport Light Sneaker Negro 2p,935476-02 T120,2,5,solid,Terminado,14,284,935476-02 T4 Puma Sport Light Sneaker Negro 2P,115,285,935476-04 T5 Puma Sport Light Sneaker Francia 2P,94,2026-07-10-v3
PU5478CEBL1,a1-935478-01,Puma 5478-01 Baby Mini Cats Ce/Bl 1,Puma,5478|935478,BL,solid,1,2,5478-01|905478-01|935478-01,MATCH_ALTO,alta,163,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.54,289,935478,935478-01 T1 Puma Baby Mini Cats Lifestyle Ce/Bl 2P,935478-01 T100,2,1,solid,Terminado,7,290,935478-02 T1 Puma Baby Mini Cats Lifestyle Rs/Bl 2P,73,1370,935478-00 T1 Puma Baby Mini Cats Lifestyle Su/Su 2P 2da,68,2026-07-10-v3
PU595BLBLBL5,q1-7312-892574/01,PUMA 6110-01 Sport 3P Bl/Bl/Bl 5,Puma,595|7312|6110,BL/BL/BL,solid,5,3,6110-01|906110-01,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.40,488,906110,906110-01 T5 Puma Sport Blanco 3P,906110-01 T120,3,5,solid,Terminado,5,353,906110-03 T3 Puma Kids Short Crew Bl/Gr/Ne 3P,78,875,6110 T3 Puma Kids Short Crew Negro Logo Blanco 1Par,-5,2026-07-10-v3
PU6245NENE4,n7-906245/01,Puma 6245-01 Footie 2P Ne/Ne 4,Puma,6245|906245,NE/NE,solid,4,2,6245-01|906245-01,MATCH_ALTO,alta,161,B_model+variant_code+talle+pack+color_solid+marca+jaccard_0.40,358,906245,906245-01 T4 Puma Footie Negro 2P,906245-01 T110,2,4,solid,Fabricado,13,364,906245-01 T5 Puma Footie Negro 2P,116,355,906245-02 T4 Puma Footie Blanco 2P,69,2026-07-10-v3
PU6800BLBL4,k69-906800/02,Puma 6800-02 Cushioned Sneaker Px2 Bl/Bl 4,Puma,6800|906800,BL/BL,solid,4,2,6800-02|906800-02,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,407,906800,906800-02 T4 Puma Cushioned Sneaker Blanco 2P,906800-02 T110,2,4,solid,Terminado,9,409,906800-02 T5 Puma Cushioned Sneaker Blanco 2P,115,408,906800-01 T4 Puma Cushioned Sneaker Negro 2P,68,2026-07-10-v3
PU6800BLBL5,k6-906800/02,Puma 6800-02 Cushioned Sneaker Px2 Bl/Bl 5,Puma,6800|906800,BL/BL,solid,5,2,6800-02|906800-02,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,409,906800,906800-02 T5 Puma Cushioned Sneaker Blanco 2P,906800-02 T120,2,5,solid,Terminado,9,407,906800-02 T4 Puma Cushioned Sneaker Blanco 2P,115,410,906800-01 T5 Puma Cushioned Sneaker Negro 2P,68,2026-07-10-v3
PU6800NENE4,k6-906800/01,Puma 6800-01 Cushioned Sneaker Px2 Ne/Ne 4,Puma,6800|906800,NE/NE,solid,4,2,6800-01|906800-01,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,408,906800,906800-01 T4 Puma Cushioned Sneaker Negro 2P,906800-01 T110,2,4,solid,Terminado,9,410,906800-01 T5 Puma Cushioned Sneaker Negro 2P,115,407,906800-02 T4 Puma Cushioned Sneaker Blanco 2P,68,2026-07-10-v3
PU6800NENE5,k69-906800/01,Puma 6800-01 Cushioned Sneaker Px2 Ne/Ne 5,Puma,6800|906800,NE/NE,solid,5,2,6800-01|906800-01,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,410,906800,906800-01 T5 Puma Cushioned Sneaker Negro 2P,906800-01 T120,2,5,solid,Terminado,9,408,906800-01 T4 Puma Cushioned Sneaker Negro 2P,115,409,906800-02 T5 Puma Cushioned Sneaker Blanco 2P,68,2026-07-10-v3
PU681BLBLBL5,o1-906978/07,PUMA 6978-07 Quarter 3P  Bl/Bl/Bl 5,Puma,681|906978|6978,BL/BL/BL,solid,5,3,6978-07|906978-07,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,15,906978,906978-07 T5 Puma Unisex Quarter Plain Blanco 3P,906978-07 T120,3,5,solid,Terminado,29,14,906978-21 T5 Puma Unisex Quarter Plain Bl/Ne/Gm 3P,124,11,906978-07 T4 Puma Unisex Quarter Plain Blanco 3P,115,2026-07-10-v3
PU681BLNEGM5,o2-906978/21,PUMA 6978-21 Quarter 3P Bl/Ne/Gm 5,Puma,681|906978|6978,BL/NE/GM,mix,5,3,6978-21|906978-21,MATCH_ALTO,alta,132,B_model+variant_code+talle+pack+color_solid_partial_mix+color_tok_3+marca+jaccard_0.54,14,906978,906978-21 T5 Puma Unisex Quarter Plain Bl/Ne/Gm 3P,906978-21 T120,3,5,solid,Terminado,29,10,906978-21 T4 Puma Unisex Quarter Plain Bl/Ne/Gm 3P,87,15,906978-07 T5 Puma Unisex Quarter Plain Blanco 3P,86,2026-07-10-v3
PU681NENENE5,o2-906978/03,PUMA 6978-03 Quarter 3P  Ne/Ne/Ne 5,Puma,681|906978|6978,NE/NE/NE,solid,5,3,6978-03|906978-03,MATCH_ALTO,alta,160,B_model+variant_code+talle+pack+color_solid+marca,17,906978,906978-03 T5 Puma Unisex Quarter Plain Negro 3P,906978-03 T120,3,5,solid,Terminado,29,12,906978-03 T4 Puma Unisex Quarter Plain Negro 3P,115,14,906978-21 T5 Puma Unisex Quarter Plain Bl/Ne/Gm 3P,72,2026-07-10-v3
PU6930BLBLBL4,l3-906930/02,Puma 6930-02 Footie P3 Bl/Bl/Bl 4,Puma,6930|906930,BL/BL/BL,solid,4,3,6930-02|906930-02,MATCH_ALTO,alta,159,B_model+variant_code+talle+pack+color_solid+marca,423,906930,906930-02 T4 Puma Footie Blanco 3P,906930-02 T110,3,4,solid,Terminado,4,426,906930-02 T5 Puma Footie Blanco 3P,114,425,906930-01 T4 Puma Footie Negro 3P,67,2026-07-10-v3
PU6930NENENE4,l3-906930/01,Puma 6930-01 Footie P3 Ne/Ne/Ne 4,Puma,6930|906930,NE/NE/NE,solid,4,3,6930-01|906930-01,MATCH_ALTO,alta,159,B_model+variant_code+talle+pack+color_solid+marca,425,906930,906930-01 T4 Puma Footie Negro 3P,906930-01 T110,3,4,solid,Terminado,4,428,906930-01 T5 Puma Footie Negro 3P,114,423,906930-02 T4 Puma Footie Blanco 3P,67,2026-07-10-v3
PU7375NENENE3,PU7375,Puma 7375-02 Kids Quarter 3P Ne/Ne/Ne 3,Puma,7375,NE/NE/NE,solid,3,3,7375-02|907375-02,MATCH_ALTO,alta,116,B_model+variant_code+talle_diff+pack+color_solid+marca+jaccard_0.45,508,907375,907375-02 T2 Puma Kids Quarter Negro 3P,907375-02 T110,3,4,solid,Terminado,12,511,907375-02 T3Kids Quarter 3P 003 Negro 3P,108,947,7375 T3 Puma Kids Quarter Blanco Logo Negro 1Par,42,2026-07-10-v3
PU7563CRBEMA5,d3-947563-01,Puma 7563-01 Unisex Logo Crew Sock 3P Cr/Be/Ma 5,Puma,7563|947563,CR/BE/MA,mix,5,3,7563-01|907563-01|947563-01,MATCH_ALTO,alta,145,B_model+variant_code+talle+pack+color_logo_as_mix_partial+color_tok_1+marca+jaccard_0.47,1232,947563,947563-01 T5 Puma Unisex Logo Crew Sock Marron 3P,947563-01 T120,3,5,logo,Terminado,10,1234,947563-03 T5 Puma Unisex Logo Crew Sock Verde 3P,90,1240,947563-02 T5 Puma Unisex Logo Crew Sock Blanco 3P,90,2026-07-10-v3
PU7563VECENE5,d3-947563-03,Puma 7563-03 Unisex Logo Crew Sock 3P Ve/Ce/Ne 5,Puma,7563|947563,VE/NE,mix,5,3,7563-03|907563-03|947563-03,MATCH_ALTO,alta,145,B_model+variant_code+talle+pack+color_logo_as_mix_partial+color_tok_1+marca+jaccard_0.47,1234,947563,947563-03 T5 Puma Unisex Logo Crew Sock Verde 3P,947563-03 T120,3,5,logo,Terminado,10,1232,947563-01 T5 Puma Unisex Logo Crew Sock Marron 3P,90,1240,947563-02 T5 Puma Unisex Logo Crew Sock Blanco 3P,90,2026-07-10-v3
