best_id_articulo,admin_IDArt,admin_id_manual,score,status,best_articulo,admin_NombreArticulo,best_modelos,best_colores,best_talle,best_pack
PU2392BLBL3,123,907959,112,MATCH_ALTO,Puma 7959-02 Separate Tees Bl/Bl 3,907959-02 T3 Puma Easy Rider Junior Blanco 2P,2392|7959,BL/BL,3,2
PU2392NENE3,124,907959,114,MATCH_ALTO,Puma 7959-01 Puma Easy Rider JR Ne/Ne 3,907959-01 T3 Puma Easy Rider Junior Negro 2P,2392|7959,NE/NE,3,2
PU3765BLBLGM5,201,883765,129,MATCH_ALTO,PUMA 3765-03 Lifestyle Sock 3P Bl/Bl/Gm 5,883765-03 T5 Puma Lifestyle Bl/Bl/Gm 3P,3765|883765,BL/BL/GM,5,3
PU3765NENEGM5,202,883765,129,MATCH_ALTO,PUMA 3765-02 Lifestyle Sock 3P Ne/Ne/Gm 5,883765-02 T5 Puma Lifestyle Ne/Ne/Gm 3P,3765|883765,NE/NE/GM,5,3
PU4491BLBLBL3,213,907958,115,MATCH_ALTO,Puma 7958-02 Sport Junior T:4 3P Bl/Bl/Bl 3,907958-02 T4 Puma Sport Junior Blanco 3P,4491|907958|7958,BL/BL/BL,3,3
PU4491NENENE3,215,907958,115,MATCH_ALTO,Puma 7958-01 Sport Junior T:4 3P Ne/Ne/Ne 3,907958-01 T4 Puma Sport Junior Negro 3P,4491|907958|7958,NE/NE/NE,3,3
PU504BLBLBL5,36,906807,158,MATCH_ALTO,PUMA 6807-03 Inv. Sneakers 3P Bl/Bl/Bl 5,906807-03 T5 Puma Invisible Sneaker Blanco 3P,504|906807|6807,BL/BL/BL,5,3
PU504BLNEGM5,35,906807,130,MATCH_ALTO,PUMA 6807-15 Inv. Sneakers 3P Bl/Ne/Gm 5,906807-15 T5 Puma Invisible Sneaker Bl/Ne/Gm 3P,504|906807|6807,BL/NE/GM,5,3
PU504NENENE5,38,906807,158,MATCH_ALTO,PUMA 6807-01 Inv. Sneakers 3P Ne/Ne/Ne 5,906807-01 T5 Puma Invisible Sneaker Negro 3P,504|906807|6807,NE/NE/NE,5,3
PU5476BLBL4,282,935476,160,MATCH_ALTO,Puma 5476-01 Sport Light Sneaker x2 Bl/Bl 4,935476-01 T4 Puma Sport Light Sneaker Blanco 2P,5476|935476,BL/BL,4,2
PU5476BLBL5,286,935476,160,MATCH_ALTO,Puma 5476-01 Sport Light Sneaker x2 Bl/Bl 5,935476-01 T5 Puma Sport Light Sneaker Blanco 2P,5476|935476,BL/BL,5,2
PU5476NENE4,284,935476,160,MATCH_ALTO,Puma 5476-02 Sport Light Sneaker x2 Ne/Ne 4,935476-02 T4 Puma Sport Light Sneaker Negro 2P,5476|935476,NE/NE,4,2
PU5476NENE5,288,935476,160,MATCH_ALTO,Puma 5476-02 Sport Light Sneaker x2 Ne/Ne 5,935476-02 T5 Puma Sport Light Sneaker Negro 2p,5476|935476,NE/NE,5,2
PU5478CEBL1,289,935478,163,MATCH_ALTO,Puma 5478-01 Baby Mini Cats Ce/Bl 1,935478-01 T1 Puma Baby Mini Cats Lifestyle Ce/Bl 2P,5478|935478,BL,1,2
PU595BLBLBL5,488,906110,161,MATCH_ALTO,PUMA 6110-01 Sport 3P Bl/Bl/Bl 5,906110-01 T5 Puma Sport Blanco 3P,595|7312|6110,BL/BL/BL,5,3
PU6245NENE4,358,906245,161,MATCH_ALTO,Puma 6245-01 Footie 2P Ne/Ne 4,906245-01 T4 Puma Footie Negro 2P,6245|906245,NE/NE,4,2
PU6800BLBL4,407,906800,160,MATCH_ALTO,Puma 6800-02 Cushioned Sneaker Px2 Bl/Bl 4,906800-02 T4 Puma Cushioned Sneaker Blanco 2P,6800|906800,BL/BL,4,2
PU6800BLBL5,409,906800,160,MATCH_ALTO,Puma 6800-02 Cushioned Sneaker Px2 Bl/Bl 5,906800-02 T5 Puma Cushioned Sneaker Blanco 2P,6800|906800,BL/BL,5,2
PU6800NENE4,408,906800,160,MATCH_ALTO,Puma 6800-01 Cushioned Sneaker Px2 Ne/Ne 4,906800-01 T4 Puma Cushioned Sneaker Negro 2P,6800|906800,NE/NE,4,2
PU6800NENE5,410,906800,160,MATCH_ALTO,Puma 6800-01 Cushioned Sneaker Px2 Ne/Ne 5,906800-01 T5 Puma Cushioned Sneaker Negro 2P,6800|906800,NE/NE,5,2
PU681BLBLBL5,15,906978,160,MATCH_ALTO,PUMA 6978-07 Quarter 3P  Bl/Bl/Bl 5,906978-07 T5 Puma Unisex Quarter Plain Blanco 3P,681|906978|6978,BL/BL/BL,5,3
PU681BLNEGM5,14,906978,132,MATCH_ALTO,PUMA 6978-21 Quarter 3P Bl/Ne/Gm 5,906978-21 T5 Puma Unisex Quarter Plain Bl/Ne/Gm 3P,681|906978|6978,BL/NE/GM,5,3
PU681NENENE5,17,906978,160,MATCH_ALTO,PUMA 6978-03 Quarter 3P  Ne/Ne/Ne 5,906978-03 T5 Puma Unisex Quarter Plain Negro 3P,681|906978|6978,NE/NE/NE,5,3
PU6930BLBLBL4,423,906930,159,MATCH_ALTO,Puma 6930-02 Footie P3 Bl/Bl/Bl 4,906930-02 T4 Puma Footie Blanco 3P,6930|906930,BL/BL/BL,4,3
PU6930NENENE4,425,906930,159,MATCH_ALTO,Puma 6930-01 Footie P3 Ne/Ne/Ne 4,906930-01 T4 Puma Footie Negro 3P,6930|906930,NE/NE/NE,4,3
PU7375NENENE3,508,907375,116,MATCH_ALTO,Puma 7375-02 Kids Quarter 3P Ne/Ne/Ne 3,907375-02 T2 Puma Kids Quarter Negro 3P,7375,NE/NE/NE,3,3
PU7563CRBEMA5,1232,947563,145,MATCH_ALTO,Puma 7563-01 Unisex Logo Crew Sock 3P Cr/Be/Ma 5,947563-01 T5 Puma Unisex Logo Crew Sock Marron 3P,7563|947563,CR/BE/MA,5,3
PU7563VECENE5,1234,947563,145,MATCH_ALTO,Puma 7563-03 Unisex Logo Crew Sock 3P Ve/Ce/Ne 5,947563-03 T5 Puma Unisex Logo Crew Sock Verde 3P,7563|947563,VE/NE,5,3
PU7575BLBL3,1222,947575,121,MATCH_ALTO,Puma 7575-01 Kids Square Logo Quarter 2P Bl/Bl 3,947575-01 T3 Puma Kids Square Logo Quarter Blanco 2P,7575|947575,BL/BL,3,2
PU7576BLBL3,1224,947576,121,MATCH_ALTO,Puma 7576-01 Kids Logo Block Quarter 2P Bl/Bl 3,947576-01 T3 Puma Kids Logo Block Quarter Blanco 2P,7576|947576,BL/BL,3,2
PU7940BLBLBL5,604,907940,161,MATCH_ALTO,Puma 7940-02 Crew Sock Light Bl/Bl/Bl 5,907940-02 Puma Crew Sock Light Blanco 3P,7940|907940,BL/BL/BL,5,3
PU7940BLGMNE5,603,907940,134,MATCH_ALTO,Puma 7940-03 Crew Sock Light Bl/Gm/Ne 5,907940-03 Puma Crew Sock Light Bl/Gm/Ne 3P,7940|907940,BL/GM/NE,5,3
PU7940NENENE5,606,907940,161,MATCH_ALTO,Puma 7940-01 Crew Sock Light Ne/Ne/Ne 5,907940-01 Puma Crew Sock Light Negro 3P,7940|907940,NE/NE/NE,5,3
PU7942BLBLBL4,607,907942,161,MATCH_ALTO,Puma 7942-02 Cushioned Sneaker 3P Bl/Bl/Bl 4,907942-02 T4 Puma Cushioned Sneaker Blanco 3P,7942|907942,BL/BL/BL,4,3
PU7942BLBLBL5,609,907942,161,MATCH_ALTO,Puma 7942-02 Cushioned Sneaker 3P Bl/Bl/Bl 5,907942-02 T5 Puma Cushioned Sneaker Blanco 3P,7942|907942,BL/BL/BL,5,3
PU7942NENENE4,610,907942,161,MATCH_ALTO,Puma 7942-01 Cushioned Sneaker 3P Ne/Ne/Ne 4,907942-01 T4 Puma Cushioned Sneaker Negro 3P,7942|907942,NE/NE/NE,4,3
PU7942NENENE5,608,907942,161,MATCH_ALTO,Puma 7942-01 Cushioned Sneaker 3P Ne/Ne/Ne 5,907942-01 T5 Puma Cushioned Sneaker Negro 3P,7942|907942,NE/NE/NE,5,3
PU7943BLBLBL4,611,907943,161,MATCH_ALTO,Puma 7943-02 Cushioned Quarter 3P Bl/Bl/Bl 4,907943-02 T4 Puma Cushioned Quarter Blanco 3P,7943|907943,BL/BL/BL,4,3
PU7943BLBLBL5,613,907943,161,MATCH_ALTO,Puma 7943-02 Cushioned Quarter 3P Bl/Bl/Bl 5,907943-02 T5 Puma Cushioned Quarter Blanco 3P,7943|907943,BL/BL/BL,5,3
PU7943NENENE4,612,907943,161,MATCH_ALTO,Puma 7943-01 Cushioned Quarter 3P Ne/Ne/Ne 4,907943-01 T4 Puma Cushioned Quarter Negro 3P,7943|907943,NE/NE/NE,4,3
PU7943NENENE5,614,907943,161,MATCH_ALTO,Puma 7943-01 Cushioned Quarter 3P Ne/Ne/Ne 5,907943-01 T5 Puma Cushioned Quarter Negro 3P,7943|119079,NE/NE/NE,5,3
PU7944BLBL5,615,7944,161,MATCH_ALTO,Puma 7944-02 Crew Heritage 2P Bl/Bl 5,907944-02 T5 Puma Crew Heritage Stripe Blanco 2P,7944|907944,BL/BL,5,2
PU7944MNMN5,616,7944,133,MATCH_ALTO,Puma 7944-03 Crew Heritage 2P Mn/Mn 5,907944-03 T5 Puma Crew Heritage Stripe Blanco Logo Mno 2P,7944|907944,MN/MN,5,2
PU7944NENE5,618,7944,161,MATCH_ALTO,Puma 7944-01 Crew Heritage 2P Ne/Ne 5,907944-01 T5 Puma Crew Heritage Stripe Negro 2P,7944|907944,NE/NE,5,2
