tipo;codigo_movimiento;nro_comprobante;fecha_comprobante;nro_asiento;id_ejercicio;fecha_asiento;concepto;desc_concepto;n_renglones;total_debe;total_haber;balanceado;importe_comprobante;anulado
OP;21559;0002-00006214;27/08/2025;33786.0;1.0;27/08/2025;7.0;Pago;2;5022816.4800;5022816.4800;Si;0.00;No
OP;21563;0002-00006215;27/08/2025;33787.0;1.0;27/08/2025;7.0;Pago;2;1765530.4900;1765530.4900;Si;0.00;No
OP;21571;0002-00006216;27/08/2025;33789.0;1.0;27/08/2025;7.0;Pago;2;220858.4400;220858.4400;Si;0.00;No
OP;21576;0002-00006217;27/08/2025;33791.0;1.0;27/08/2025;7.0;Pago;2;1249725.0000;1249725.0000;Si;0.00;No
OP;21652;0002-00006218;27/08/2025;33793.0;1.0;27/08/2025;7.0;Pago;2;2182207.1700;2182207.1700;Si;0.00;No
OP;21660;0002-00006219;27/08/2025;33795.0;1.0;27/08/2025;7.0;Pago;2;285318.0000;285318.0000;Si;0.00;No
OP;21663;0002-00006220;27/08/2025;33796.0;1.0;27/08/2025;7.0;Pago;2;48734.6700;48734.6700;Si;0.00;No
OP;21664;0002-00006221;27/08/2025;33797.0;1.0;27/08/2025;7.0;Pago;2;1672086.9500;1672086.9500;Si;0.00;No
OP;21665;0002-00006222;27/08/2025;33798.0;1.0;27/08/2025;7.0;Pago;2;1842056.2500;1842056.2500;Si;0.00;No
OP;21680;0002-00006223;27/08/2025;33800.0;1.0;27/08/2025;7.0;Pago;2;330000.0000;330000.0000;Si;0.00;No
OP;21697;0002-00006224;27/08/2025;33803.0;1.0;27/08/2025;7.0;Pago;2;1713726.0000;1713726.0000;Si;0.00;No
OP;21709;0002-00006225;27/08/2025;33806.0;1.0;27/08/2025;7.0;Pago;2;12268492.5000;12268492.5000;Si;0.00;No
OP;21716;0002-00006226;27/08/2025;33808.0;1.0;27/08/2025;7.0;Pago;2;1014447.0000;1014447.0000;Si;0.00;No
OP;21735;0002-00006227;27/08/2025;33809.0;1.0;27/08/2025;7.0;Pago;3;26496888.1500;26496888.1500;Si;0.00;No
OP;22020;0002-00006228;28/08/2025;33811.0;1.0;28/08/2025;7.0;Pago;2;88219.1500;88219.1500;Si;0.00;No
OP;22241;0002-00006229;28/08/2025;33813.0;1.0;28/08/2025;7.0;Pago;2;600000.0000;600000.0000;Si;0.00;No
OP;24482;0002-00006259;04/09/2025;33815.0;1.0;04/09/2025;7.0;Pago;2;1615000.0000;1615000.0000;Si;0.00;No
OP;24484;0002-00006260;04/09/2025;33816.0;1.0;04/09/2025;7.0;Pago;2;120937.5900;120937.5900;Si;0.00;No
OP;24486;0002-00006261;04/09/2025;33818.0;1.0;04/09/2025;7.0;Pago;2;86794.5100;86794.5100;Si;0.00;No
OP;24525;0002-00006262;22/08/2025;33819.0;1.0;22/08/2025;7.0;Pago;2;256267923.1300;256267923.1300;Si;0.00;No
OP;26685;0002-00006350;11/09/2025;33826.0;1.0;11/09/2025;7.0;Pago;2;15182752.6100;15182752.6100;Si;0.00;No
OP;29315;0002-00006355;19/09/2025;33830.0;1.0;19/09/2025;7.0;Pago;2;850000.0000;850000.0000;Si;0.00;No
OP;29359;0002-00006356;19/09/2025;33831.0;1.0;19/09/2025;7.0;Pago;2;8434548.5900;8434548.5900;Si;0.00;No
OP;29484;0002-00006359;19/09/2025;33833.0;1.0;19/09/2025;7.0;Pago;2;16282728.0000;16282728.0000;Si;0.00;No
OP;29488;0002-00006360;19/09/2025;33835.0;1.0;19/09/2025;7.0;Pago;2;1482250.0000;1482250.0000;Si;0.00;No
OP;29490;0002-00006361;19/09/2025;33837.0;1.0;19/09/2025;7.0;Pago;3;539189.8300;539189.8300;Si;0.00;No
OP;29491;0002-00006362;19/09/2025;33838.0;1.0;19/09/2025;7.0;Pago;3;4093884.4600;4093884.4600;Si;0.00;No
OP;29492;0002-00006363;19/09/2025;33839.0;1.0;19/09/2025;7.0;Pago;3;4653258.8900;4653258.8900;Si;0.00;No
OP;30582;0002-00006451;24/09/2025;33845.0;1.0;24/09/2025;7.0;Pago;3;66635.1700;66635.1700;Si;0.00;No
OP;33178;0002-00006460;29/09/2025;33846.0;1.0;29/09/2025;7.0;Pago;2;40000.0000;40000.0000;Si;0.00;No
OP;33179;0002-00006461;29/09/2025;33847.0;1.0;29/09/2025;7.0;Pago;2;140000.0000;140000.0000;Si;0.00;No
OP;33180;0002-00006462;29/09/2025;33848.0;1.0;29/09/2025;7.0;Pago;2;102000.0000;102000.0000;Si;0.00;No
OP;33967;0002-00006469;30/09/2025;33850.0;1.0;30/09/2025;7.0;Pago;2;425000.0000;425000.0000;Si;0.00;No
OP;34935;0002-00006471;03/10/2025;33852.0;1.0;03/10/2025;7.0;Pago;3;71002.5100;71002.5100;Si;0.00;No
OP;36527;0002-00006543;13/10/2025;33856.0;1.0;13/10/2025;7.0;Pago;3;540000.0000;540000.0000;Si;0.00;No
OP;36602;0002-00006545;13/10/2025;33861.0;1.0;13/10/2025;7.0;Pago;2;3364029.7700;3364029.7700;Si;0.00;No
OP;39232;0002-00006578;24/10/2025;33863.0;1.0;24/10/2025;7.0;Pago;2;324500.0000;324500.0000;Si;0.00;No
OP;39263;0002-00006580;24/10/2025;33865.0;1.0;24/10/2025;7.0;Pago;2;500000.0000;500000.0000;Si;0.00;No
OP;42140;0002-00006587;20/10/2025;33868.0;1.0;20/10/2025;7.0;Pago;2;7476208.8400;7476208.8400;Si;0.00;No
OP;42148;0002-00006591;03/11/2025;33870.0;1.0;03/11/2025;7.0;Pago;3;660000.0100;660000.0100;Si;0.00;No
OP;43502;0002-00006641;07/11/2025;33882.0;1.0;07/11/2025;7.0;Pago;2;5142500.0000;5142500.0000;Si;0.00;No
OP;43505;0002-00006642;07/11/2025;33883.0;1.0;07/11/2025;7.0;Pago;2;1310000.0000;1310000.0000;Si;0.00;No
OP;43507;0002-00006643;07/11/2025;33884.0;1.0;07/11/2025;7.0;Pago;2;7476208.8400;7476208.8400;Si;0.00;No
OP;44220;0002-00006660;11/11/2025;33886.0;1.0;11/11/2025;7.0;Pago;2;5553584.1900;5553584.1900;Si;0.00;No
OP;44224;0002-00006662;11/11/2025;33888.0;1.0;11/11/2025;7.0;Pago;2;13452780.0000;13452780.0000;Si;0.00;No
OP;44246;0002-00006665;11/11/2025;33894.0;1.0;11/11/2025;7.0;Pago;2;1637751.8700;1637751.8700;Si;0.00;No
OP;44897;0002-00006683;13/11/2025;33897.0;1.0;13/11/2025;7.0;Pago;3;2440600.0000;2440600.0000;Si;0.00;No
OP;44922;0002-00006684;13/11/2025;33899.0;1.0;13/11/2025;7.0;Pago;2;117431525.7400;117431525.7400;Si;0.00;No
OP;45068;0002-00006686;13/11/2025;33900.0;1.0;13/11/2025;7.0;Pago;3;39559455.5700;39559455.5700;Si;0.00;No
OP;46362;0002-00006700;20/11/2025;33904.0;1.0;20/11/2025;7.0;Pago;3;94372.1900;94372.1900;Si;0.00;No
OP;48024;0002-00006708;26/11/2025;33905.0;1.0;26/11/2025;7.0;Pago;3;507589654.7400;507589654.7400;Si;0.00;No
OP;48026;0002-00006709;26/11/2025;33906.0;1.0;26/11/2025;7.0;Pago;4;75569766.6600;75569766.6600;Si;0.00;No
OP;48230;0002-00006711;26/11/2025;33910.0;1.0;26/11/2025;7.0;Pago;3;152952755.9100;152952755.9100;Si;0.00;No
OP;48522;0002-00006716;27/11/2025;33912.0;1.0;27/11/2025;7.0;Pago;3;38361997.6600;38361997.6600;Si;0.00;No
OP;51325;0002-00006726;03/12/2025;33914.0;1.0;03/12/2025;7.0;Pago;3;84369.9000;84369.9000;Si;0.00;No
OP;51762;0002-00006735;04/12/2025;33917.0;1.0;04/12/2025;7.0;Pago;3;2549400.0000;2549400.0000;Si;0.00;No
OP;56420;0002-00006796;19/12/2025;33920.0;1.0;19/12/2025;7.0;Pago;2;7820.0000;7820.0000;Si;0.00;No
OP;57128;0002-00006798;23/12/2025;33921.0;1.0;23/12/2025;7.0;Pago;2;23570.0000;23570.0000;Si;0.00;No
OP;57536;0002-00006804;29/12/2025;33930.0;1.0;29/12/2025;7.0;Pago;2;230000.0000;230000.0000;Si;0.00;No
OP;58326;0002-00006847;07/01/2026;33933.0;1.0;07/01/2026;7.0;Pago;3;2549400.0000;2549400.0000;Si;0.00;No
OP;58629;0002-00006889;08/01/2026;33934.0;1.0;08/01/2026;7.0;Pago;3;222991457.8400;222991457.8400;Si;0.00;No
OP;58734;0002-00006912;08/01/2026;33940.0;1.0;08/01/2026;7.0;Pago;3;118284591.8500;118284591.8500;Si;0.00;No
OP;58736;0002-00006913;08/01/2026;33941.0;1.0;08/01/2026;7.0;Pago;3;35222495.5300;35222495.5300;Si;0.00;No
OP;58738;0002-00006914;08/01/2026;33942.0;1.0;08/01/2026;7.0;Pago;2;180000.0000;180000.0000;Si;0.00;No
OP;58880;0002-00006933;29/12/2025;33943.0;1.0;29/12/2025;7.0;Pago;2;500000.0000;500000.0000;Si;0.00;No
OP;58881;0002-00006934;29/12/2025;33944.0;1.0;29/12/2025;7.0;Pago;2;1500000.0000;1500000.0000;Si;0.00;No
OP;58882;0002-00006935;29/12/2025;33945.0;1.0;29/12/2025;7.0;Pago;2;300000.0000;300000.0000;Si;0.00;No
OP;58883;0002-00006936;29/12/2025;33946.0;1.0;29/12/2025;7.0;Pago;2;300000.0000;300000.0000;Si;0.00;No
OP;58884;0002-00006937;29/12/2025;33947.0;1.0;29/12/2025;7.0;Pago;2;500000.0000;500000.0000;Si;0.00;No
OP;58885;0002-00006938;29/12/2025;33948.0;1.0;29/12/2025;7.0;Pago;2;1500000.0000;1500000.0000;Si;0.00;No
OP;58886;0002-00006939;29/12/2025;33949.0;1.0;29/12/2025;7.0;Pago;2;2000000.0000;2000000.0000;Si;0.00;No
OP;58887;0002-00006940;29/12/2025;33950.0;1.0;29/12/2025;7.0;Pago;2;401850.0000;401850.0000;Si;0.00;No
OP;61885;0002-00006993;27/01/2026;33958.0;1.0;27/01/2026;7.0;Pago;2;70583.1100;70583.1100;Si;0.00;No
OP;61944;0002-00006998;20/01/2026;33961.0;1.0;20/01/2026;7.0;Pago;2;999460.0000;999460.0000;Si;0.00;No
OP;61950;0002-00006999;22/01/2026;33962.0;1.0;22/01/2026;7.0;Pago;2;974050.0000;974050.0000;Si;0.00;No
OP;64118;0002-00007026;03/02/2026;33964.0;1.0;03/02/2026;7.0;Pago;3;612000.0000;612000.0000;Si;0.00;No
OP;64487;0002-00007046;06/02/2026;33966.0;1.0;06/02/2026;7.0;Pago;3;66013585.4200;66013585.4200;Si;0.00;No
OP;64489;0002-00007047;06/02/2026;33967.0;1.0;06/02/2026;7.0;Pago;2;18574991.2000;18574991.2000;Si;0.00;No
OP;64492;0002-00007048;04/02/2026;33968.0;1.0;04/02/2026;7.0;Pago;2;1325113.1100;1325113.1100;Si;0.00;No
OP;64493;0002-00007049;04/02/2026;33969.0;1.0;04/02/2026;7.0;Pago;3;1284815.9800;1284815.9800;Si;0.00;No
OP;64517;0002-00007051;06/02/2026;33973.0;1.0;06/02/2026;7.0;Pago;2;6108941.5200;6108941.5200;Si;0.00;No
OP;64518;0002-00007052;06/02/2026;33974.0;1.0;06/02/2026;7.0;Pago;3;14132901.6400;14132901.6400;Si;0.00;No
OP;64720;0002-00007102;12/12/2025;33975.0;1.0;12/12/2025;7.0;Pago;2;932750.0000;932750.0000;Si;0.00;No
OP;64722;0002-00007103;18/12/2025;33976.0;1.0;18/12/2025;7.0;Pago;2;1197900.0000;1197900.0000;Si;0.00;No
OP;64724;0002-00007104;22/12/2025;33977.0;1.0;22/12/2025;7.0;Pago;2;150000.0000;150000.0000;Si;0.00;No
OP;64725;0002-00007105;22/12/2025;33978.0;1.0;22/12/2025;7.0;Pago;2;400000.0000;400000.0000;Si;0.00;No
OP;65224;0002-00007111;10/02/2026;33981.0;1.0;10/02/2026;7.0;Pago;2;899660.0000;899660.0000;Si;0.00;No
OP;67570;0002-00007169;19/02/2026;33982.0;1.0;19/02/2026;7.0;Pago;3;204145936.9800;204145936.9800;Si;0.00;No
OP;67686;0002-00007170;20/02/2026;33983.0;1.0;20/02/2026;7.0;Pago;2;23904.3000;23904.3000;Si;0.00;No
OP;67687;0002-00007171;20/02/2026;33984.0;1.0;20/02/2026;7.0;Pago;2;1368242.9100;1368242.9100;Si;0.00;No
OP;67711;0002-00007173;20/02/2026;33985.0;1.0;20/02/2026;7.0;Pago;3;6753335.4100;6753335.4100;Si;0.00;No
OP;67742;0002-00007174;19/02/2026;33986.0;1.0;19/02/2026;7.0;Pago;2;37473515.3300;37473515.3300;Si;0.00;No
OP;67743;0002-00007175;19/02/2026;33987.0;1.0;19/02/2026;7.0;Pago;2;296922.6000;296922.6000;Si;0.00;No
OP;68670;0002-00007187;24/02/2026;33988.0;1.0;24/02/2026;7.0;Pago;3;49058076.1400;49058076.1400;Si;0.00;No
OP;68996;0002-00007188;25/02/2026;33991.0;1.0;25/02/2026;7.0;Pago;2;695750.0000;695750.0000;Si;0.00;No
OP;69637;0002-00007190;27/02/2026;33994.0;1.0;27/02/2026;7.0;Pago;3;13854997.8900;13854997.8900;Si;0.00;No
OP;70267;0002-00007208;04/03/2026;33997.0;1.0;04/03/2026;7.0;Pago;3;612000.0000;612000.0000;Si;0.00;No
OP;71012;0002-00007246;10/03/2026;33999.0;1.0;10/03/2026;7.0;Pago;3;79732.1600;79732.1600;Si;0.00;No
OP;71054;0002-00007247;10/03/2026;34001.0;1.0;10/03/2026;7.0;Pago;2;369050.0000;369050.0000;Si;0.00;No
OP;71057;0002-00007248;10/03/2026;34003.0;1.0;10/03/2026;7.0;Pago;2;6108941.5200;6108941.5200;Si;0.00;No
OP;71060;0002-00007249;10/03/2026;34005.0;1.0;10/03/2026;7.0;Pago;2;15384536.5300;15384536.5300;Si;0.00;No
OP;71062;0002-00007250;10/03/2026;34007.0;1.0;10/03/2026;7.0;Pago;2;326000.0000;326000.0000;Si;0.00;No
OP;71066;0002-00007251;10/03/2026;34009.0;1.0;10/03/2026;7.0;Pago;2;772200.0000;772200.0000;Si;0.00;No
OP;71085;0002-00007252;10/03/2026;34011.0;1.0;10/03/2026;7.0;Pago;2;8063591.6000;8063591.6000;Si;0.00;No
OP;71301;0002-00007253;10/03/2026;34014.0;1.0;10/03/2026;7.0;Pago;2;3738461.9200;3738461.9200;Si;0.00;No
OP;71305;0002-00007254;10/03/2026;34016.0;1.0;10/03/2026;7.0;Pago;2;3846877.4400;3846877.4400;Si;0.00;No
OP;71309;0002-00007255;10/03/2026;34018.0;1.0;10/03/2026;7.0;Pago;2;500000.0000;500000.0000;Si;0.00;No
OP;71313;0002-00007256;10/03/2026;34020.0;1.0;10/03/2026;7.0;Pago;2;600000.0000;600000.0000;Si;0.00;No
OP;71316;0002-00007257;10/03/2026;34022.0;1.0;10/03/2026;7.0;Pago;2;300000.0000;300000.0000;Si;0.00;No
OP;71318;0002-00007258;10/03/2026;34024.0;1.0;10/03/2026;7.0;Pago;2;1500000.0000;1500000.0000;Si;0.00;No
OP;71322;0002-00007259;10/03/2026;34026.0;1.0;10/03/2026;7.0;Pago;2;2000000.0000;2000000.0000;Si;0.00;No
OP;71325;0002-00007260;10/03/2026;34028.0;1.0;10/03/2026;7.0;Pago;2;1500000.0000;1500000.0000;Si;0.00;No
OP;71328;0002-00007261;10/03/2026;34030.0;1.0;10/03/2026;7.0;Pago;2;660000.0000;660000.0000;Si;0.00;No
OP;73429;0002-00007302;18/03/2026;34038.0;1.0;18/03/2026;7.0;Pago;2;284400.0000;284400.0000;Si;0.00;No
OP;73435;0002-00007304;19/03/2026;34039.0;1.0;19/03/2026;7.0;Pago;2;712492.5000;712492.5000;Si;0.00;No
OP;73436;0002-00007305;18/03/2026;34040.0;1.0;18/03/2026;7.0;Pago;2;800000.0000;800000.0000;Si;0.00;No
OP;73437;0002-00007306;19/03/2026;34041.0;1.0;19/03/2026;7.0;Pago;2;71830.0000;71830.0000;Si;0.00;No
OP;73438;0002-00007307;19/03/2026;34042.0;1.0;19/03/2026;7.0;Pago;2;2245427.0000;2245427.0000;Si;0.00;No
OP;73440;0002-00007308;19/03/2026;34043.0;1.0;19/03/2026;7.0;Pago;2;3638203.7100;3638203.7100;Si;0.00;No
OP;73685;0002-00007312;20/03/2026;34045.0;1.0;20/03/2026;7.0;Pago;3;6384971.9500;6384971.9500;Si;0.00;No
OP;74097;0002-00007322;25/03/2026;34047.0;1.0;25/03/2026;7.0;Pago;2;248327.8300;248327.8300;Si;0.00;No
OP;74930;0002-00007331;27/03/2026;34048.0;1.0;27/03/2026;7.0;Pago;3;154871426.2000;154871426.2000;Si;0.00;No
OP;75956;0002-00007342;31/03/2026;34052.0;1.0;31/03/2026;7.0;Pago;2;134849714.3900;134849714.3900;Si;0.00;No
OP;76521;0002-00007359;30/03/2026;34053.0;1.0;30/03/2026;7.0;Pago;2;288000.0000;288000.0000;Si;0.00;No
OP;76631;0002-00007367;07/04/2026;16284.0;2.0;07/04/2026;7.0;Pago;3;12474635.9900;12474635.9900;Si;0.00;No
OP;76632;0002-00007368;07/04/2026;16285.0;2.0;07/04/2026;7.0;Pago;3;9669084.1500;9669084.1500;Si;0.00;No
OP;76858;0002-00007371;08/04/2026;16287.0;2.0;08/04/2026;7.0;Pago;3;82398.1100;82398.1100;Si;0.00;No
OP;79307;0002-00007435;16/04/2026;16290.0;2.0;16/04/2026;7.0;Pago;2;8824979.3300;8824979.3300;Si;0.00;No
OP;79308;0002-00007436;16/04/2026;16291.0;2.0;16/04/2026;7.0;Pago;2;3958436.8100;3958436.8100;Si;0.00;No
OP;80704;0002-00007455;22/04/2026;16292.0;2.0;22/04/2026;7.0;Pago;2;13.0000;13.0000;Si;0.00;No
OP;80820;0002-00007456;23/04/2026;16293.0;2.0;23/04/2026;7.0;Pago;2;2008000.0000;2008000.0000;Si;0.00;No
OP;81124;0002-00007457;23/04/2026;16294.0;2.0;23/04/2026;7.0;Pago;3;63362497.8300;63362497.8300;Si;0.00;No
OP;81126;0002-00007458;23/04/2026;16295.0;2.0;23/04/2026;7.0;Pago;3;4468224.9600;4468224.9600;Si;0.00;No
OP;88366;0002-00007616;19/05/2026;16299.0;2.0;19/05/2026;7.0;Pago;2;250000.0000;250000.0000;Si;0.00;No
OP;88658;0002-00007627;20/05/2026;16300.0;2.0;20/05/2026;7.0;Pago;3;2045274.0000;2045274.0000;Si;0.00;No
OP;93064;0002-00007697;04/06/2026;16302.0;2.0;04/06/2026;7.0;Pago;3;488900.0000;488900.0000;Si;0.00;No
