tipo;codigo_movimiento;nro_comprobante;fecha_comprobante;nro_asiento;id_ejercicio;fecha_asiento;concepto;desc_concepto;cod_pc;cuenta;naturaleza;debe;haber;saldo_asiento;anulado
OP;58734;0002-00006912;08/01/2026;33940.0;1.0;08/01/2026;7.0;Pago;110110;Cheques pend Acreditacion;Deudor;0.0000;118269596.6500;7979576232.41;No
OP;58736;0002-00006913;08/01/2026;33941.0;1.0;08/01/2026;7.0;Pago;110101;Caja Huidobro;Deudor;0.0000;22084.1800;788092270.62;No
OP;58736;0002-00006913;08/01/2026;33941.0;1.0;08/01/2026;7.0;Pago;210101;Proveedores;Acreedor;35222495.5300;0.0000;4672424314.00;No
OP;58736;0002-00006913;08/01/2026;33941.0;1.0;08/01/2026;7.0;Pago;110110;Cheques pend Acreditacion;Deudor;0.0000;35200411.3500;7944375821.06;No
OP;58738;0002-00006914;08/01/2026;33942.0;1.0;08/01/2026;7.0;Pago;210101;Proveedores;Acreedor;180000.0000;0.0000;4672244314.00;No
OP;58738;0002-00006914;08/01/2026;33942.0;1.0;08/01/2026;7.0;Pago;110110;Cheques pend Acreditacion;Deudor;0.0000;180000.0000;7944195821.06;No
OP;58880;0002-00006933;29/12/2025;33943.0;1.0;29/12/2025;7.0;Pago;210101;Proveedores;Acreedor;500000.0000;0.0000;4671744314.00;No
OP;58880;0002-00006933;29/12/2025;33943.0;1.0;29/12/2025;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;500000.0000;17708624.06;No
OP;58881;0002-00006934;29/12/2025;33944.0;1.0;29/12/2025;7.0;Pago;210101;Proveedores;Acreedor;1500000.0000;0.0000;4670244314.00;No
OP;58881;0002-00006934;29/12/2025;33944.0;1.0;29/12/2025;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;1500000.0000;16208624.06;No
OP;58882;0002-00006935;29/12/2025;33945.0;1.0;29/12/2025;7.0;Pago;210101;Proveedores;Acreedor;300000.0000;0.0000;4669944314.00;No
OP;58882;0002-00006935;29/12/2025;33945.0;1.0;29/12/2025;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;300000.0000;15908624.06;No
OP;58883;0002-00006936;29/12/2025;33946.0;1.0;29/12/2025;7.0;Pago;210101;Proveedores;Acreedor;300000.0000;0.0000;4669644314.00;No
OP;58883;0002-00006936;29/12/2025;33946.0;1.0;29/12/2025;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;300000.0000;15608624.06;No
OP;58884;0002-00006937;29/12/2025;33947.0;1.0;29/12/2025;7.0;Pago;210101;Proveedores;Acreedor;500000.0000;0.0000;4669144314.00;No
OP;58884;0002-00006937;29/12/2025;33947.0;1.0;29/12/2025;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;500000.0000;15108624.06;No
OP;58885;0002-00006938;29/12/2025;33948.0;1.0;29/12/2025;7.0;Pago;210101;Proveedores;Acreedor;1500000.0000;0.0000;4667644314.00;No
OP;58885;0002-00006938;29/12/2025;33948.0;1.0;29/12/2025;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;1500000.0000;13608624.06;No
OP;58886;0002-00006939;29/12/2025;33949.0;1.0;29/12/2025;7.0;Pago;210101;Proveedores;Acreedor;2000000.0000;0.0000;4665644314.00;No
OP;58886;0002-00006939;29/12/2025;33949.0;1.0;29/12/2025;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;2000000.0000;11608624.06;No
OP;58887;0002-00006940;29/12/2025;33950.0;1.0;29/12/2025;7.0;Pago;210101;Proveedores;Acreedor;401850.0000;0.0000;4665242464.00;No
OP;58887;0002-00006940;29/12/2025;33950.0;1.0;29/12/2025;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;401850.0000;11206774.06;No
OP;61885;0002-00006993;27/01/2026;33958.0;1.0;27/01/2026;7.0;Pago;110101;Caja Huidobro;Deudor;0.0000;70583.1100;788021687.51;No
OP;61885;0002-00006993;27/01/2026;33958.0;1.0;27/01/2026;7.0;Pago;210101;Proveedores;Acreedor;70583.1100;0.0000;5278272879.32;No
OP;61944;0002-00006998;20/01/2026;33961.0;1.0;20/01/2026;7.0;Pago;210101;Proveedores;Acreedor;999460.0000;0.0000;5279246929.32;No
OP;61944;0002-00006998;20/01/2026;33961.0;1.0;20/01/2026;7.0;Pago;110121;Banco Santander;Deudor;0.0000;999460.0000;864455.23;No
OP;61950;0002-00006999;22/01/2026;33962.0;1.0;22/01/2026;7.0;Pago;210101;Proveedores;Acreedor;974050.0000;0.0000;5278272879.32;No
OP;61950;0002-00006999;22/01/2026;33962.0;1.0;22/01/2026;7.0;Pago;110121;Banco Santander;Deudor;0.0000;974050.0000;-109594.77;No
OP;64118;0002-00007026;03/02/2026;33964.0;1.0;03/02/2026;7.0;Pago;110101;Caja Huidobro;Deudor;0.0000;599355.3700;787422332.14;No
OP;64118;0002-00007026;03/02/2026;33964.0;1.0;03/02/2026;7.0;Pago;210101;Proveedores;Acreedor;612000.0000;0.0000;5278272879.32;No
OP;64118;0002-00007026;03/02/2026;33964.0;1.0;03/02/2026;7.0;Pago;210404;Retenciones IIBB a Pagar;Acreedor;0.0000;12644.6300;151299746.27;No
OP;64487;0002-00007046;06/02/2026;33966.0;1.0;06/02/2026;7.0;Pago;210101;Proveedores;Acreedor;66013585.4200;0.0000;5212604143.90;No
OP;64487;0002-00007046;06/02/2026;33966.0;1.0;06/02/2026;7.0;Pago;210404;Retenciones IIBB a Pagar;Acreedor;0.0000;627995.1800;151927741.45;No
OP;64487;0002-00007046;06/02/2026;33966.0;1.0;06/02/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;65385590.2400;944918202.22;No
OP;64489;0002-00007047;06/02/2026;33967.0;1.0;06/02/2026;7.0;Pago;210101;Proveedores;Acreedor;18574991.2000;0.0000;5194029152.70;No
OP;64489;0002-00007047;06/02/2026;33967.0;1.0;06/02/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;18574991.2000;926343211.02;No
OP;64492;0002-00007048;04/02/2026;33968.0;1.0;04/02/2026;7.0;Pago;210101;Proveedores;Acreedor;1325113.1100;0.0000;5192704039.59;No
OP;64492;0002-00007048;04/02/2026;33968.0;1.0;04/02/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;1325113.1100;925018097.91;No
OP;64493;0002-00007049;04/02/2026;33969.0;1.0;04/02/2026;7.0;Pago;210101;Proveedores;Acreedor;1284815.9800;0.0000;5191419223.61;No
OP;64493;0002-00007049;04/02/2026;33969.0;1.0;04/02/2026;7.0;Pago;210404;Retenciones IIBB a Pagar;Acreedor;0.0000;26092.9300;151953834.38;No
OP;64493;0002-00007049;04/02/2026;33969.0;1.0;04/02/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;1258723.0500;923759374.86;No
OP;64517;0002-00007051;06/02/2026;33973.0;1.0;06/02/2026;7.0;Pago;210101;Proveedores;Acreedor;6108941.5200;0.0000;5213615716.85;No
OP;64517;0002-00007051;06/02/2026;33973.0;1.0;06/02/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;6108941.5200;917650433.34;No
OP;64518;0002-00007052;06/02/2026;33974.0;1.0;06/02/2026;7.0;Pago;210101;Proveedores;Acreedor;14132901.6400;0.0000;5199482815.21;No
OP;64518;0002-00007052;06/02/2026;33974.0;1.0;06/02/2026;7.0;Pago;210404;Retenciones IIBB a Pagar;Acreedor;0.0000;292002.1000;152245836.48;No
OP;64518;0002-00007052;06/02/2026;33974.0;1.0;06/02/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;13840899.5400;903809533.80;No
OP;64720;0002-00007102;12/12/2025;33975.0;1.0;12/12/2025;7.0;Pago;210101;Proveedores;Acreedor;932750.0000;0.0000;5198550065.21;No
OP;64720;0002-00007102;12/12/2025;33975.0;1.0;12/12/2025;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;932750.0000;10274024.06;No
OP;64722;0002-00007103;18/12/2025;33976.0;1.0;18/12/2025;7.0;Pago;210101;Proveedores;Acreedor;1197900.0000;0.0000;5197352165.21;No
OP;64722;0002-00007103;18/12/2025;33976.0;1.0;18/12/2025;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;1197900.0000;9076124.06;No
OP;64724;0002-00007104;22/12/2025;33977.0;1.0;22/12/2025;7.0;Pago;210101;Proveedores;Acreedor;150000.0000;0.0000;5197202165.21;No
OP;64724;0002-00007104;22/12/2025;33977.0;1.0;22/12/2025;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;150000.0000;8926124.06;No
OP;64725;0002-00007105;22/12/2025;33978.0;1.0;22/12/2025;7.0;Pago;210101;Proveedores;Acreedor;400000.0000;0.0000;5196802165.21;No
OP;64725;0002-00007105;22/12/2025;33978.0;1.0;22/12/2025;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;400000.0000;8526124.06;No
OP;65224;0002-00007111;10/02/2026;33981.0;1.0;10/02/2026;7.0;Pago;210101;Proveedores;Acreedor;899660.0000;0.0000;5197053005.22;No
OP;65224;0002-00007111;10/02/2026;33981.0;1.0;10/02/2026;7.0;Pago;110110;Cheques pend Acreditacion;Deudor;0.0000;899660.0000;7943296161.06;No
OP;67570;0002-00007169;19/02/2026;33982.0;1.0;19/02/2026;7.0;Pago;210101;Proveedores;Acreedor;204145936.9800;0.0000;4992907068.24;No
OP;67570;0002-00007169;19/02/2026;33982.0;1.0;19/02/2026;7.0;Pago;210404;Retenciones IIBB a Pagar;Acreedor;0.0000;4145936.9800;156391773.46;No
OP;67570;0002-00007169;19/02/2026;33982.0;1.0;19/02/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;200000000.0000;703809533.80;No
OP;67686;0002-00007170;20/02/2026;33983.0;1.0;20/02/2026;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;23904.3000;8502219.76;No
OP;67686;0002-00007170;20/02/2026;33983.0;1.0;20/02/2026;7.0;Pago;410252;Obra Social;Deudor;23904.3000;0.0000;37714313.41;No
OP;67687;0002-00007171;20/02/2026;33984.0;1.0;20/02/2026;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;1368242.9100;7133976.85;No
OP;67687;0002-00007171;20/02/2026;33984.0;1.0;20/02/2026;7.0;Pago;410252;Obra Social;Deudor;1368242.9100;0.0000;39082556.32;No
OP;67711;0002-00007173;20/02/2026;33985.0;1.0;20/02/2026;7.0;Pago;110101;Caja Huidobro;Deudor;0.0000;6616184.0000;780806148.14;No
OP;67711;0002-00007173;20/02/2026;33985.0;1.0;20/02/2026;7.0;Pago;210101;Proveedores;Acreedor;6753335.4100;0.0000;4986153732.83;No
OP;67711;0002-00007173;20/02/2026;33985.0;1.0;20/02/2026;7.0;Pago;210404;Retenciones IIBB a Pagar;Acreedor;0.0000;137151.4100;156528924.87;No
OP;67742;0002-00007174;19/02/2026;33986.0;1.0;19/02/2026;7.0;Pago;110403;Anticipos Ganancias;Deudor;37473515.3300;0.0000;389531656.37;No
OP;67742;0002-00007174;19/02/2026;33986.0;1.0;19/02/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;37473515.3300;666336018.47;No
OP;67743;0002-00007175;19/02/2026;33987.0;1.0;19/02/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;296922.6000;666039095.87;No
OP;67743;0002-00007175;19/02/2026;33987.0;1.0;19/02/2026;7.0;Pago;210523;I.B. Tierra del Fuego a Pagar;Acreedor;296922.6000;0.0000;-1600666.54;No
OP;68670;0002-00007187;24/02/2026;33988.0;1.0;24/02/2026;7.0;Pago;210101;Proveedores;Acreedor;49058076.1400;0.0000;4937095656.69;No
OP;68670;0002-00007187;24/02/2026;33988.0;1.0;24/02/2026;7.0;Pago;210404;Retenciones IIBB a Pagar;Acreedor;0.0000;996305.3600;157525230.23;No
OP;68670;0002-00007187;24/02/2026;33988.0;1.0;24/02/2026;7.0;Pago;110110;Cheques pend Acreditacion;Deudor;0.0000;48061770.7800;7895234390.28;No
OP;68996;0002-00007188;25/02/2026;33991.0;1.0;25/02/2026;7.0;Pago;210101;Proveedores;Acreedor;695750.0000;0.0000;5000458154.52;No
OP;68996;0002-00007188;25/02/2026;33991.0;1.0;25/02/2026;7.0;Pago;110121;Banco Santander;Deudor;0.0000;695750.0000;-805344.77;No
OP;69637;0002-00007190;27/02/2026;33994.0;1.0;27/02/2026;7.0;Pago;110101;Caja Huidobro;Deudor;0.0000;13573621.0000;767232527.14;No
OP;69637;0002-00007190;27/02/2026;33994.0;1.0;27/02/2026;7.0;Pago;210101;Proveedores;Acreedor;13854997.8900;0.0000;5012021068.01;No
OP;69637;0002-00007190;27/02/2026;33994.0;1.0;27/02/2026;7.0;Pago;210404;Retenciones IIBB a Pagar;Acreedor;0.0000;281376.8900;157806607.12;No
OP;70267;0002-00007208;04/03/2026;33997.0;1.0;04/03/2026;7.0;Pago;110101;Caja Huidobro;Deudor;0.0000;599355.3700;766633171.77;No
OP;70267;0002-00007208;04/03/2026;33997.0;1.0;04/03/2026;7.0;Pago;210101;Proveedores;Acreedor;612000.0000;0.0000;5012771068.01;No
OP;70267;0002-00007208;04/03/2026;33997.0;1.0;04/03/2026;7.0;Pago;210404;Retenciones IIBB a Pagar;Acreedor;0.0000;12644.6300;157819251.75;No
OP;71012;0002-00007246;10/03/2026;33999.0;1.0;10/03/2026;7.0;Pago;110101;Caja Huidobro;Deudor;0.0000;78091.5800;766555080.19;No
OP;71012;0002-00007246;10/03/2026;33999.0;1.0;10/03/2026;7.0;Pago;210101;Proveedores;Acreedor;79732.1600;0.0000;5012771068.01;No
OP;71012;0002-00007246;10/03/2026;33999.0;1.0;10/03/2026;7.0;Pago;210404;Retenciones IIBB a Pagar;Acreedor;0.0000;1640.5800;157820892.33;No
OP;71054;0002-00007247;10/03/2026;34001.0;1.0;10/03/2026;7.0;Pago;210101;Proveedores;Acreedor;369050.0000;0.0000;5012771068.01;No
OP;71054;0002-00007247;10/03/2026;34001.0;1.0;10/03/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;369050.0000;665670045.87;No
OP;71057;0002-00007248;10/03/2026;34003.0;1.0;10/03/2026;7.0;Pago;210101;Proveedores;Acreedor;6108941.5200;0.0000;5012771068.01;No
OP;71057;0002-00007248;10/03/2026;34003.0;1.0;10/03/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;6108941.5200;659561104.35;No
OP;71060;0002-00007249;10/03/2026;34005.0;1.0;10/03/2026;7.0;Pago;210101;Proveedores;Acreedor;15384536.5300;0.0000;5012771068.01;No
OP;71060;0002-00007249;10/03/2026;34005.0;1.0;10/03/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;15384536.5300;644176567.82;No
OP;71062;0002-00007250;10/03/2026;34007.0;1.0;10/03/2026;7.0;Pago;210101;Proveedores;Acreedor;326000.0000;0.0000;5012771068.01;No
OP;71062;0002-00007250;10/03/2026;34007.0;1.0;10/03/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;326000.0000;643850567.82;No
OP;71066;0002-00007251;10/03/2026;34009.0;1.0;10/03/2026;7.0;Pago;210101;Proveedores;Acreedor;772200.0000;0.0000;5012771068.01;No
OP;71066;0002-00007251;10/03/2026;34009.0;1.0;10/03/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;772200.0000;643078367.82;No
OP;71085;0002-00007252;10/03/2026;34011.0;1.0;10/03/2026;7.0;Pago;210101;Proveedores;Acreedor;8063591.6000;0.0000;5012771068.01;No
OP;71085;0002-00007252;10/03/2026;34011.0;1.0;10/03/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;8063591.6000;635014776.22;No
OP;71301;0002-00007253;10/03/2026;34014.0;1.0;10/03/2026;7.0;Pago;210101;Proveedores;Acreedor;3738461.9200;0.0000;5271188893.29;No
OP;71301;0002-00007253;10/03/2026;34014.0;1.0;10/03/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;3738461.9200;631276314.30;No
OP;71305;0002-00007254;10/03/2026;34016.0;1.0;10/03/2026;7.0;Pago;210101;Proveedores;Acreedor;3846877.4400;0.0000;5271188893.29;No
OP;71305;0002-00007254;10/03/2026;34016.0;1.0;10/03/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;3846877.4400;627429436.86;No
OP;71309;0002-00007255;10/03/2026;34018.0;1.0;10/03/2026;7.0;Pago;210101;Proveedores;Acreedor;500000.0000;0.0000;5271188893.29;No
OP;71309;0002-00007255;10/03/2026;34018.0;1.0;10/03/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;500000.0000;626929436.86;No
OP;71313;0002-00007256;10/03/2026;34020.0;1.0;10/03/2026;7.0;Pago;210101;Proveedores;Acreedor;600000.0000;0.0000;5271188893.29;No
OP;71313;0002-00007256;10/03/2026;34020.0;1.0;10/03/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;600000.0000;626329436.86;No
OP;71316;0002-00007257;10/03/2026;34022.0;1.0;10/03/2026;7.0;Pago;210101;Proveedores;Acreedor;300000.0000;0.0000;5271188893.29;No
OP;71316;0002-00007257;10/03/2026;34022.0;1.0;10/03/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;300000.0000;626029436.86;No
OP;71318;0002-00007258;10/03/2026;34024.0;1.0;10/03/2026;7.0;Pago;210101;Proveedores;Acreedor;1500000.0000;0.0000;5271188893.29;No
OP;71318;0002-00007258;10/03/2026;34024.0;1.0;10/03/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;1500000.0000;624529436.86;No
OP;71322;0002-00007259;10/03/2026;34026.0;1.0;10/03/2026;7.0;Pago;210101;Proveedores;Acreedor;2000000.0000;0.0000;5271188893.29;No
OP;71322;0002-00007259;10/03/2026;34026.0;1.0;10/03/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;2000000.0000;622529436.86;No
OP;71325;0002-00007260;10/03/2026;34028.0;1.0;10/03/2026;7.0;Pago;210101;Proveedores;Acreedor;1500000.0000;0.0000;5271188893.29;No
OP;71325;0002-00007260;10/03/2026;34028.0;1.0;10/03/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;1500000.0000;621029436.86;No
OP;71328;0002-00007261;10/03/2026;34030.0;1.0;10/03/2026;7.0;Pago;210101;Proveedores;Acreedor;660000.0000;0.0000;5271188893.29;No
OP;71328;0002-00007261;10/03/2026;34030.0;1.0;10/03/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;660000.0000;620369436.86;No
OP;73429;0002-00007302;18/03/2026;34038.0;1.0;18/03/2026;7.0;Pago;210101;Proveedores;Acreedor;284400.0000;0.0000;5933189307.23;No
OP;73429;0002-00007302;18/03/2026;34038.0;1.0;18/03/2026;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;284400.0000;6849576.85;No
OP;73435;0002-00007304;19/03/2026;34039.0;1.0;19/03/2026;7.0;Pago;210101;Proveedores;Acreedor;712492.5000;0.0000;5932476814.73;No
OP;73435;0002-00007304;19/03/2026;34039.0;1.0;19/03/2026;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;712492.5000;6137084.35;No
OP;73436;0002-00007305;18/03/2026;34040.0;1.0;18/03/2026;7.0;Pago;210101;Proveedores;Acreedor;800000.0000;0.0000;5931676814.73;No
OP;73436;0002-00007305;18/03/2026;34040.0;1.0;18/03/2026;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;800000.0000;5337084.35;No
OP;73437;0002-00007306;19/03/2026;34041.0;1.0;19/03/2026;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;71830.0000;5265254.35;No
OP;73437;0002-00007306;19/03/2026;34041.0;1.0;19/03/2026;7.0;Pago;410309;Seguros de Edificio;Deudor;71830.0000;0.0000;32131046.93;No
OP;73438;0002-00007307;19/03/2026;34042.0;1.0;19/03/2026;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;2245427.0000;3019827.35;No
OP;73438;0002-00007307;19/03/2026;34042.0;1.0;19/03/2026;7.0;Pago;410309;Seguros de Edificio;Deudor;2245427.0000;0.0000;34376473.93;No
OP;73440;0002-00007308;19/03/2026;34043.0;1.0;19/03/2026;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;3638203.7100;-618376.36;No
OP;73440;0002-00007308;19/03/2026;34043.0;1.0;19/03/2026;7.0;Pago;410252;Obra Social;Deudor;3638203.7100;0.0000;42720760.03;No
OP;73685;0002-00007312;20/03/2026;34045.0;1.0;20/03/2026;7.0;Pago;210101;Proveedores;Acreedor;6384971.9500;0.0000;5926021980.25;No
OP;73685;0002-00007312;20/03/2026;34045.0;1.0;20/03/2026;7.0;Pago;210404;Retenciones IIBB a Pagar;Acreedor;0.0000;35096.0400;157855988.37;No
OP;73685;0002-00007312;20/03/2026;34045.0;1.0;20/03/2026;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;6349875.9100;-6968252.27;No
OP;74097;0002-00007322;25/03/2026;34047.0;1.0;25/03/2026;7.0;Pago;210101;Proveedores;Acreedor;248327.8300;0.0000;5926021980.25;No
OP;74097;0002-00007322;25/03/2026;34047.0;1.0;25/03/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;248327.8300;620121109.03;No
OP;74930;0002-00007331;27/03/2026;34048.0;1.0;27/03/2026;7.0;Pago;210101;Proveedores;Acreedor;154871426.2000;0.0000;5771150554.05;No
OP;74930;0002-00007331;27/03/2026;34048.0;1.0;27/03/2026;7.0;Pago;210107;Cheques Emitidos;Acreedor;0.0000;154871426.0100;673145348.56;No
OP;74930;0002-00007331;27/03/2026;34048.0;1.0;27/03/2026;7.0;Pago;410241;Redondeo;Deudor;0.0000;0.1900;189.67;No
OP;75956;0002-00007342;31/03/2026;34052.0;1.0;31/03/2026;7.0;Pago;210101;Proveedores;Acreedor;134849714.3900;0.0000;5853303131.59;No
OP;75956;0002-00007342;31/03/2026;34052.0;1.0;31/03/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;134849714.3900;485271394.64;No
OP;76521;0002-00007359;30/03/2026;34053.0;1.0;30/03/2026;7.0;Pago;110101;Caja Huidobro;Deudor;0.0000;288000.0000;766267080.19;No
OP;76521;0002-00007359;30/03/2026;34053.0;1.0;30/03/2026;7.0;Pago;410246;Servicios de Limpieza;Deudor;288000.0000;0.0000;936000.00;No
OP;76631;0002-00007367;07/04/2026;16284.0;2.0;07/04/2026;7.0;Pago;210101;Proveedores;Acreedor;12474635.9900;0.0000;2190297763.95;No
OP;76631;0002-00007367;07/04/2026;16284.0;2.0;07/04/2026;7.0;Pago;210404;Retenciones IIBB a Pagar;Acreedor;0.0000;9795.5500;5072243.48;No
OP;76631;0002-00007367;07/04/2026;16284.0;2.0;07/04/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;12464840.4400;-593763390.91;No
OP;76632;0002-00007368;07/04/2026;16285.0;2.0;07/04/2026;7.0;Pago;210101;Proveedores;Acreedor;9669084.1500;0.0000;2180628679.80;No
OP;76632;0002-00007368;07/04/2026;16285.0;2.0;07/04/2026;7.0;Pago;210404;Retenciones IIBB a Pagar;Acreedor;0.0000;38831.6600;5111075.14;No
OP;76632;0002-00007368;07/04/2026;16285.0;2.0;07/04/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;9630252.4900;-603393643.40;No
OP;76858;0002-00007371;08/04/2026;16287.0;2.0;08/04/2026;7.0;Pago;110101;Caja Huidobro;Deudor;0.0000;80702.6800;-427917074.89;No
OP;76858;0002-00007371;08/04/2026;16287.0;2.0;08/04/2026;7.0;Pago;210101;Proveedores;Acreedor;82398.1100;0.0000;2180628679.80;No
OP;76858;0002-00007371;08/04/2026;16287.0;2.0;08/04/2026;7.0;Pago;210404;Retenciones IIBB a Pagar;Acreedor;0.0000;1695.4300;5112770.57;No
OP;79307;0002-00007435;16/04/2026;16290.0;2.0;16/04/2026;7.0;Pago;210101;Proveedores;Acreedor;8824979.3300;0.0000;2184587116.61;No
OP;79307;0002-00007435;16/04/2026;16290.0;2.0;16/04/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;8824979.3300;-612218622.73;No
OP;79308;0002-00007436;16/04/2026;16291.0;2.0;16/04/2026;7.0;Pago;210101;Proveedores;Acreedor;3958436.8100;0.0000;2180628679.80;No
OP;79308;0002-00007436;16/04/2026;16291.0;2.0;16/04/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;3958436.8100;-616177059.54;No
OP;80704;0002-00007455;22/04/2026;16292.0;2.0;22/04/2026;7.0;Pago;110101;Caja Huidobro;Deudor;0.0000;13.0000;-427917087.89;No
OP;80704;0002-00007455;22/04/2026;16292.0;2.0;22/04/2026;7.0;Pago;410241;Redondeo;Deudor;13.0000;0.0000;1790.97;No
OP;80820;0002-00007456;23/04/2026;16293.0;2.0;23/04/2026;7.0;Pago;110101;Caja Huidobro;Deudor;0.0000;2008000.0000;-429925087.89;No
OP;80820;0002-00007456;23/04/2026;16293.0;2.0;23/04/2026;7.0;Pago;210101;Proveedores;Acreedor;2008000.0000;0.0000;2178620679.80;No
OP;81124;0002-00007457;23/04/2026;16294.0;2.0;23/04/2026;7.0;Pago;210101;Proveedores;Acreedor;63362497.8300;0.0000;2115258181.97;No
OP;81124;0002-00007457;23/04/2026;16294.0;2.0;23/04/2026;7.0;Pago;210404;Retenciones IIBB a Pagar;Acreedor;0.0000;49754.6100;5162525.18;No
OP;81124;0002-00007457;23/04/2026;16294.0;2.0;23/04/2026;7.0;Pago;110115;Banco Galicia cta cte Laguna;Deudor;0.0000;63312743.2200;-679489802.76;No
OP;81126;0002-00007458;23/04/2026;16295.0;2.0;23/04/2026;7.0;Pago;210101;Proveedores;Acreedor;4468224.9600;0.0000;2110789957.01;No
OP;81126;0002-00007458;23/04/2026;16295.0;2.0;23/04/2026;7.0;Pago;210404;Retenciones IIBB a Pagar;Acreedor;0.0000;90743.8100;5253268.99;No
OP;81126;0002-00007458;23/04/2026;16295.0;2.0;23/04/2026;7.0;Pago;110114;Banco Galicia cta cte Caseros;Deudor;0.0000;4377481.1500;667582153.36;No
OP;88366;0002-00007616;19/05/2026;16299.0;2.0;19/05/2026;7.0;Pago;210101;Proveedores;Acreedor;250000.0000;0.0000;2114641374.30;No
OP;88366;0002-00007616;19/05/2026;16299.0;2.0;19/05/2026;7.0;Pago;110110;Cheques pend Acreditacion;Deudor;0.0000;250000.0000;3139131362.37;No
OP;88658;0002-00007627;20/05/2026;16300.0;2.0;20/05/2026;7.0;Pago;110101;Caja Huidobro;Deudor;0.0000;51050.0000;-429976137.89;No
OP;88658;0002-00007627;20/05/2026;16300.0;2.0;20/05/2026;7.0;Pago;210101;Proveedores;Acreedor;2045274.0000;0.0000;2112596100.30;No
OP;88658;0002-00007627;20/05/2026;16300.0;2.0;20/05/2026;7.0;Pago;110110;Cheques pend Acreditacion;Deudor;0.0000;1994224.0000;3137137138.37;No
OP;93064;0002-00007697;04/06/2026;16302.0;2.0;04/06/2026;7.0;Pago;110101;Caja Huidobro;Deudor;0.0000;65400.0000;-430041537.89;No
